Keyword Phrase,Magnet IQ Score,Search Volume,Search Volume Trend,Competing Products,CPR,Cluster,Subcluster
christmas gifts for 6-7 year old girls,215.0,644.0,106.0,3000.0,10, for kids(5-10),6
top christmas gifts for 7-8 year old girls,644.0,644.0,106.0,1000.0,10, for kids(5-10),0
kids trending gifts,644.0,644.0,592.0,1000.0,10, for kids(5-10),3
gifts for 6 year old girls best sellers,1060.0,654.0,20.0,617.0,10, for kids(5-10),6
birthday gifts for kids,7.0,713.0,-19.0,100000.0,10, for kids(5-10),8
six year old girl gifts,36.0,713.0,12.0,20000.0,10, for kids(5-10),6
gift 9 year old girl,178.0,713.0,12.0,4000.0,10, for kids(5-10),7
unique kids gifts,7.0,713.0,0.0,100000.0,10, for kids(5-10),3
8 year old girl birthday gifts,143.0,713.0,-19.0,5000.0,10, for kids(5-10),1
cheap gifts for kids,7.0,713.0,72.0,100000.0,10, for kids(5-10),3
parent gifts,7.0,713.0,20.0,100000.0,10, for kids(5-10),3
present for 5 year old girl,357.0,713.0,1.0,2000.0,10, for kids(5-10),9
7year old girl gifts,71.0,713.0,33.0,10000.0,10, for kids(5-10),0
present for 8 year old girl,357.0,713.0,1.0,2000.0,10, for kids(5-10),1
gifts for 8 year olds,89.0,713.0,25.0,8000.0,10, for kids(5-10),1
8 years old girl birthday gift,71.0,713.0,-12.0,10000.0,10, for kids(5-10),1
age 5 girls gifts,14.0,713.0,12.0,50000.0,10, for kids(5-10),9
kids christmas gift,7.0,713.0,87.0,100000.0,10, for kids(5-10),3
christmas gifts for 7 year old girl,238.0,713.0,112.0,3000.0,10, for kids(5-10),0
teacher thanksgiving gift,18.0,713.0,43.0,40000.0,10, for kids(5-10),3
stuff for 8 year old girls,713.0,713.0,18.0,1000.0,10, for kids(5-10),1
gifts for 4 + year old girl,24.0,713.0,192.0,30000.0,10, for kids(5-10),5
5 year old gifts for girl,36.0,713.0,21.0,20000.0,10, for kids(5-10),9
best gifts 8 year olds,102.0,713.0,5.0,7000.0,10, for kids(5-10),1
fun gifts for kids,7.0,714.0,19.0,100000.0,10, for kids(5-10),3
5 year old girl birthday gift,119.0,714.0,-50.0,6000.0,10, for kids(5-10),9
christmas gifts 6 year old girl,71.0,714.0,74.0,10000.0,10, for kids(5-10),6
gifts for a 8 year old girl,102.0,714.0,-3.0,7000.0,10, for kids(5-10),1
cool presents for 8 year old girl,714.0,714.0,22.0,1000.0,10, for kids(5-10),1
gift 8 year old girl,97.0,773.0,7.0,8000.0,11, for kids(5-10),1
cheap christmas gifts for kids,8.0,773.0,673.0,100000.0,11, for kids(5-10),3
present for 6 year old girl,387.0,773.0,9.0,2000.0,11, for kids(5-10),6
gifts for 9 year old,155.0,773.0,14.0,5000.0,11, for kids(5-10),7
presents for 5 year old girls,387.0,773.0,5.0,2000.0,11, for kids(5-10),9
5 year old girl birthday gifts,129.0,773.0,-4.0,6000.0,11, for kids(5-10),9
7 year old girls gifts,155.0,773.0,21.0,5000.0,11, for kids(5-10),0
7 years old girl birthday gift,77.0,773.0,1.0,10000.0,11, for kids(5-10),0
8year old girl birthday gifts,129.0,773.0,0.0,6000.0,11, for kids(5-10),1
holiday gifts for kids,8.0,844.0,158.0,100000.0,11, for kids(5-10),3
gift 7 year old girl,141.0,844.0,2.0,6000.0,11, for kids(5-10),0
preschool teacher gifts,141.0,844.0,20.0,6000.0,11, for kids(5-10),3
gifts for 9 year old girls best sellers,1931.0,844.0,33.0,437.0,11, for kids(5-10),7
gifts for 5 year old girls best sellers,901.0,844.0,10.0,937.0,11, for kids(5-10),9
presents for 9 year old girls,844.0,844.0,29.0,1000.0,11, for kids(5-10),7
5 year old christmas gifts,169.0,844.0,37.0,5000.0,11, for kids(5-10),4
presents for 6 year old girl,422.0,844.0,0.0,2000.0,11, for kids(5-10),6
gift for 9+ year old girl,84.0,844.0,2.0,10000.0,11, for kids(5-10),7
7 year old christmas gifts girl,281.0,844.0,46.0,3000.0,11, for kids(5-10),0
gift for 7 + year old girl,28.0,844.0,50.0,30000.0,11, for kids(5-10),0
girls 7 year old birthday gift,211.0,844.0,-29.0,4000.0,11, for kids(5-10),0
birthday gifts for girls 6-8,12.0,844.0,-16.0,70000.0,11, for kids(5-10),6
4 year old girl top gifts,211.0,844.0,-50.0,4000.0,11, for kids(5-10),5
gift 4 year old girl,85.0,845.0,-2.0,10000.0,11, for kids(5-10),5
gift 6 year old girl,94.0,845.0,13.0,9000.0,11, for kids(5-10),6
presents for 4 year old girls,282.0,845.0,26.0,3000.0,11, for kids(5-10),5
christmas gift for 8 year old girl,106.0,845.0,64.0,8000.0,11, for kids(5-10),1
gifts for five year old girls,85.0,845.0,23.0,10000.0,11, for kids(5-10),9
christmas gift for 9 year old girl,282.0,845.0,145.0,3000.0,11, for kids(5-10),7
5 year old girl christmas gifts,85.0,845.0,109.0,10000.0,11, for kids(5-10),4
gifts for preteens,282.0,845.0,33.0,3000.0,11, for kids(5-10),3
kid gifts 8-10,14.0,845.0,29.0,60000.0,11, for kids(5-10),2
scrapbook for kids,141.0,847.0,38.0,6000.0,11, for kids(5-10),3
christmas gifts 5 year old girl,91.0,907.0,87.0,10000.0,12, for kids(5-10),4
best gifts for girls age 8,15.0,907.0,16.0,60000.0,12, for kids(5-10),1
christmas gifts for children,9.0,907.0,157.0,100000.0,12, for kids(5-10),3
5 years old girl birthday gift,91.0,907.0,-21.0,10000.0,12, for kids(5-10),9
8 year old christmas gifts girls,227.0,907.0,57.0,4000.0,12, for kids(5-10),1
gifts 9 year old girl,227.0,909.0,23.0,4000.0,12, for kids(5-10),7
gifts for 7 year old girls best sellers,996.0,909.0,23.0,913.0,12, for kids(5-10),0
personalized teacher gifts,45.0,909.0,17.0,20000.0,12, for kids(5-10),3
expensive gifts for kids,182.0,909.0,34.0,5000.0,12, for kids(5-10),3
christmas gifts for 8 year old girl,114.0,909.0,2126.0,8000.0,12, for kids(5-10),1
christmas gift for 7 year old girl,114.0,909.0,95.0,8000.0,12, for kids(5-10),0
cool gifts for a teacher,30.0,909.0,-15.0,30000.0,12, for kids(5-10),3
most popular gift for 7 year old girl,1445.0,909.0,-18.0,629.0,12, for kids(5-10),0
student gifts,12.0,1163.0,38.0,100000.0,26, for kids(5-10),3
christmas gift for 5 year old girl,116.0,1163.0,70.0,10000.0,26, for kids(5-10),9
gift 5 year old girl,58.0,1164.0,15.0,20000.0,26, for kids(5-10),9
gifts for 4 year old girls best sellers,1753.0,1164.0,45.0,664.0,26, for kids(5-10),5
4 year old girl birthday gift,194.0,1166.0,-28.0,6000.0,26, for kids(5-10),5
gifts for kids that have everything,233.0,1166.0,65.0,5000.0,26, for kids(5-10),3
gifts for 5 year olds,58.0,1166.0,32.0,20000.0,26, for kids(5-10),8
presents for 8 year old girls,583.0,1166.0,-5.0,2000.0,26, for kids(5-10),1
teacher birthday gifts,15.0,1209.0,-32.0,80000.0,28, for kids(5-10),3
funny gifts for kids,12.0,1210.0,74.0,100000.0,26, for kids(5-10),3
get well soon gifts for kids,606.0,1212.0,-24.0,2000.0,28, for kids(5-10),3
7 year old girl gift,214.0,1285.0,26.0,6000.0,26, for kids(5-10),0
christmas gift for 4 year old girl,143.0,1285.0,79.0,9000.0,26, for kids(5-10),5
girls christmas gifts age 4-6,64.0,1285.0,163.0,20000.0,26, for kids(5-10),6
gifts 7 year old girl,257.0,1287.0,25.0,5000.0,26, for kids(5-10),0
7 year old gifts,215.0,1287.0,32.0,6000.0,26, for kids(5-10),0
five year old girl birthday gifts,129.0,1287.0,-22.0,10000.0,26, for kids(5-10),9
gifts for 7 year old,215.0,1288.0,20.0,6000.0,26, for kids(5-10),0
presents for 7 year old girl,644.0,1288.0,15.0,2000.0,26, for kids(5-10),0
gifts for a 7 year old girl,258.0,1290.0,15.0,5000.0,26, for kids(5-10),0
gifts for a 4 year old girl,191.0,1338.0,20.0,7000.0,26, for kids(5-10),5
best gifts for 6 year old girls,135.0,1345.0,10.0,10000.0,26, for kids(5-10),6
5 year old gift,67.0,1347.0,-2.0,20000.0,26, for kids(5-10),8
gifts for a 5 year old girl,150.0,1349.0,19.0,9000.0,26, for kids(5-10),9
gift for parents,14.0,1365.0,60.0,100000.0,26, for kids(5-10),3
gifts 5 year old girl,171.0,1365.0,61.0,8000.0,26, for kids(5-10),9
9 year old gifts,273.0,1365.0,14.0,5000.0,26, for kids(5-10),7
8 year old gifts,137.0,1365.0,41.0,10000.0,26, for kids(5-10),1
thanksgiving teacher gift,34.0,1365.0,529.0,40000.0,26, for kids(5-10),3
five year old girl gifts,68.0,1366.0,59.0,20000.0,26, for kids(5-10),9
gifts 8 year old girl,195.0,1366.0,30.0,7000.0,26, for kids(5-10),1
gift for kids,7.0,1366.0,37.0,200000.0,27, for kids(5-10),3
gifts for students,14.0,1366.0,50.0,100000.0,26, for kids(5-10),3
christmas treats for kids,137.0,1366.0,138.0,10000.0,26, for kids(5-10),3
most popular 5-year-old girl gifts,1483.0,1366.0,-40.0,921.0,26, for kids(5-10),9
gift for girls 6-8,14.0,1366.0,0.0,100000.0,26, for kids(5-10),6
gifts for 8 year old girls trendy ,2876.0,1366.0,25.0,475.0,26, for kids(5-10),1
gifts for 7 + year old girls,46.0,1373.0,86.0,30000.0,26, for kids(5-10),0
christmas gift for kids,14.0,1375.0,98.0,100000.0,26, for kids(5-10),3
girls 8 year old gifts,196.0,1375.0,-12.0,7000.0,26, for kids(5-10),1
6 year old christmas gifts girls,153.0,1377.0,72.0,9000.0,26, for kids(5-10),6
kids birthday gift,15.0,1533.0,-14.0,100000.0,26, for kids(5-10),8
gifts 6 year old girl,170.0,1533.0,20.0,9000.0,26, for kids(5-10),6
gifts for parents who have everything,1533.0,1533.0,110.0,1000.0,26, for kids(5-10),3
4 year old girl gift,79.0,1581.0,15.0,20000.0,26, for kids(5-10),5
cool gifts for 8 year old girls,791.0,1581.0,24.0,2000.0,26, for kids(5-10),1
birthday gifts for 4 year old girl,264.0,1582.0,-19.0,6000.0,26, for kids(5-10),5
5 year old christmas gifts girl,176.0,1582.0,70.0,9000.0,26, for kids(5-10),4
8 year old girl gift,198.0,1584.0,26.0,8000.0,26, for kids(5-10),1
birthday gift for 9 year old girl,397.0,1586.0,-4.0,4000.0,26, for kids(5-10),7
gifts for 8 year old,159.0,1586.0,17.0,10000.0,26, for kids(5-10),1
6 year old girl gift,199.0,1588.0,6.0,8000.0,26, for kids(5-10),6
christmas gifts for girls 4-6,20.0,1588.0,300.0,80000.0,26, for kids(5-10),6
girl gifts 8yr old,230.0,1613.0,,7000.0,26, for kids(5-10),1
gifts for 6 year old,177.0,1765.0,36.0,10000.0,26, for kids(5-10),6
family gifts for kids and adults,22.0,1765.0,105.0,80000.0,26, for kids(5-10),3
4 year old christmas gifts girl,203.0,1827.0,66.0,9000.0,26, for kids(5-10),5
best gifts for 5 year old girl,91.0,1829.0,9.0,20000.0,26, for kids(5-10),9
birthday gift for 8 year old girl,305.0,1832.0,-14.0,6000.0,26, for kids(5-10),1
5 year old gifts,92.0,1832.0,19.0,20000.0,26, for kids(5-10),8
birthday gifts for 9 year old girl,229.0,1834.0,-15.0,8000.0,26, for kids(5-10),7
gifts for kids 5-7,20.0,1834.0,81.0,90000.0,26, for kids(5-10),2
christmas gifts for kids 3-5,18.0,1834.0,151.0,100000.0,26, for kids(5-10),2
best christmas gifts for kids,18.0,1836.0,100.0,100000.0,26, for kids(5-10),3
birthday gift for 4 year old girl,307.0,1839.0,-17.0,6000.0,27, for kids(5-10),5
gifts for 5 year old,184.0,1841.0,17.0,10000.0,27, for kids(5-10),8
3 year old top gifts girl,0.0,1841.0,,0.0,26, for kids(5-10),5
top gifts for 9 year old girls,1846.0,1846.0,68.0,1000.0,26, for kids(5-10),7
christmas gifts for parents,30.0,2071.0,152.0,70000.0,27, for kids(5-10),3
thanksgiving gifts for teachers,52.0,2071.0,351.0,40000.0,27, for kids(5-10),3
birthday gifts for 7 year old girls,415.0,2073.0,-22.0,5000.0,27, for kids(5-10),0
gifts for girls 5-7,21.0,2073.0,-9.0,100000.0,27, for kids(5-10),0
girl gifts age 4-5,35.0,2085.0,14.0,60000.0,27, for kids(5-10),9
best gifts for 9 year old girls ,3273.0,2085.0,120.0,637.0,27, for kids(5-10),7
girls birthday gifts age 6-7,107.0,2147.0,-23.0,20000.0,27, for kids(5-10),6
best gifts for 4 year old girl,225.0,2245.0,3.0,10000.0,27, for kids(5-10),5
kid christmas gifts,23.0,2286.0,153.0,100000.0,27, for kids(5-10),3
birthday gift for 5 year old girl,386.0,2316.0,-13.0,6000.0,27, for kids(5-10),9
teachers gifts,23.0,2316.0,12.0,100000.0,27, for kids(5-10),3
birthday gifts for 8 year old girl,386.0,2316.0,-13.0,6000.0,27, for kids(5-10),1
top gifts for 4 year old girls,580.0,2318.0,-1.0,4000.0,27, for kids(5-10),5
girls christmas gifts age 6-8,116.0,2319.0,107.0,20000.0,27, for kids(5-10),6
electronics for kids,27.0,2429.0,22.0,90000.0,27, for kids(5-10),3
christmas gifts kids,24.0,2429.0,98.0,100000.0,27, for kids(5-10),3
four year old girl gifts,121.0,2429.0,7.0,20000.0,27, for kids(5-10),5
best presents for 8 year old girls,1215.0,2429.0,58.0,2000.0,27, for kids(5-10),1
christmas gifts for kids 8-12 girls,121.0,2429.0,121.0,20000.0,27, for kids(5-10),2
unique gifts for kids,24.0,2431.0,144.0,100000.0,28, for kids(5-10),3
birthday gifts for 6 year old girls,347.0,2431.0,-21.0,7000.0,27, for kids(5-10),6
christmas gifts for toddlers,24.0,2431.0,63.0,100000.0,27, for kids(5-10),3
best presents for 6 year old girls,1216.0,2431.0,12.0,2000.0,27, for kids(5-10),6
christmas gifts for girls 6-8,81.0,2431.0,129.0,30000.0,27, for kids(5-10),6
christmas gifts for kids 8-12,81.0,2431.0,150.0,30000.0,27, for kids(5-10),2
cool christmas gifts for kids,61.0,2433.0,146.0,40000.0,27, for kids(5-10),3
birthday gifts for 5 year old girls,348.0,2433.0,-17.0,7000.0,27, for kids(5-10),9
girls gifts age 5-7,61.0,2433.0,7.0,40000.0,27, for kids(5-10),9
gifts for 7+ year old girls,81.0,2434.0,16.0,30000.0,27, for kids(5-10),0
christmas gifts for 7 year old girls,336.0,2686.0,104.0,8000.0,27, for kids(5-10),0
gifts for 9 year old girl,596.0,2982.0,32.0,5000.0,28, for kids(5-10),7
christmas gifts for 8 year old girls,386.0,3088.0,105.0,8000.0,28, for kids(5-10),1
teacher gifts bulk,35.0,3451.0,31.0,100000.0,28, for kids(5-10),3
kids gifts 5-7,38.0,3451.0,15.0,90000.0,28, for kids(5-10),2
christmas gifts for 6 year old girl,384.0,3453.0,125.0,9000.0,28, for kids(5-10),6
christmas gifts for 4 year old girl,384.0,3455.0,97.0,9000.0,28, for kids(5-10),5
gifts for kids 8-12,49.0,3455.0,44.0,70000.0,28, for kids(5-10),2
gifts for 7 year old girl,577.0,3462.0,17.0,6000.0,28, for kids(5-10),0
gifts for 8 year old girl,433.0,3464.0,29.0,8000.0,28, for kids(5-10),1
christmas gifts for 5 year old girls,364.0,3641.0,104.0,10000.0,29, for kids(5-10),4
christmas gifts for teachers,67.0,4041.0,243.0,60000.0,29, for kids(5-10),3
gifts for 4 year old girls,458.0,4123.0,24.0,9000.0,29, for kids(5-10),5
best gifts for 7 year olds girl,687.0,4124.0,31.0,6000.0,29, for kids(5-10),0
gifts for 5 year old girl,434.0,4337.0,53.0,10000.0,29, for kids(5-10),9
christmas presents for kids,78.0,4679.0,84.0,60000.0,30, for kids(5-10),3
coolest gift for 7 year old,9125.0,4681.0,30.0,513.0,30, for kids(5-10),0
gifts for parents,49.0,4913.0,112.0,100000.0,30, for kids(5-10),3
cool 7 year old gifts,2581.0,5161.0,124.0,2000.0,30, for kids(5-10),0
6 year old girl christmas gifts,629.0,5658.0,393.0,9000.0,31, for kids(5-10),6
best birthday gifts 5 year old girl,948.0,5685.0,21.0,6000.0,31, for kids(5-10),9
gifts for 6 year old girls,569.0,5694.0,16.0,10000.0,31, for kids(5-10),6
gifts for teachers,64.0,6429.0,57.0,100000.0,33, for kids(5-10),3
5 year old girl gifts,644.0,6436.0,25.0,10000.0,32, for kids(5-10),9
top gifts for 8 year old girls,3221.0,6441.0,67.0,2000.0,32, for kids(5-10),1
gift for 7 year old girl,1074.0,6445.0,-16.0,6000.0,32, for kids(5-10),0
gift for 4 year old girl,695.0,6952.0,0.0,10000.0,33, for kids(5-10),5
6 year old girl best gifts,348.0,6952.0,249.0,20000.0,33, for kids(5-10),6
gift for 6 year old girl,405.0,8091.0,10.0,20000.0,34, for kids(5-10),6
gifts for girls 6-8,135.0,8091.0,194.0,60000.0,34, for kids(5-10),6
gift for 5 year old girl,809.0,8092.0,-5.0,10000.0,34, for kids(5-10),9
8 year old girl christmas gifts,955.0,8599.0,501.0,9000.0,34, for kids(5-10),1
4 year old top gifts girl,2153.0,8611.0,73.0,4000.0,34, for kids(5-10),5
gift for 8 year old girl,1231.0,8620.0,7.0,7000.0,34, for kids(5-10),1
7 year old girl christmas gifts,1232.0,8622.0,414.0,7000.0,34, for kids(5-10),0
gifts for girls age 8-10,373.0,11199.0,60.0,30000.0,38, for kids(5-10),1
teacher christmas gifts,112.0,11201.0,274.0,100000.0,40, for kids(5-10),3
kids gifts,58.0,11635.0,47.0,200000.0,39, for kids(5-10),3
9 year old girl gifts,3200.0,12801.0,55.0,4000.0,39, for kids(5-10),7
4 year old girl birthday gifts,2254.0,13525.0,-60.0,6000.0,41, for kids(5-10),5
8 year old girl birthday gift,1588.0,15883.0,-19.0,10000.0,43, for kids(5-10),1
7 year old girl gifts,3132.0,18794.0,42.0,6000.0,47, for kids(5-10),0
7 year old girl birthday gifts,4760.0,19040.0,-16.0,4000.0,48, for kids(5-10),0
8 year old girl gifts,2850.0,19949.0,71.0,7000.0,48, for kids(5-10),1
gifts for 4 year old girl,1052.0,21036.0,23.0,20000.0,49, for kids(5-10),5
6 year old girl gifts,2950.0,23603.0,53.0,8000.0,52, for kids(5-10),6
gifts for 9 year old girls,4867.0,24335.0,21.0,5000.0,53, for kids(5-10),7
gifts for 7 year old girls,4137.0,24824.0,15.0,6000.0,54, for kids(5-10),0
gifts for 6 year old girl,2757.0,27573.0,25.0,10000.0,57, for kids(5-10),6
gifts for 5 year old girls,1637.0,32737.0,9.0,20000.0,63, for kids(5-10),9
gifts for 8 year old girls,4094.0,32751.0,15.0,8000.0,63, for kids(5-10),1
kids christmas gifts,408.0,40818.0,200.0,100000.0,73, for kids(5-10),3
4 year old girl gifts,4265.0,42651.0,93.0,10000.0,75, for kids(5-10),5
5 year old girl gift,2137.0,42736.0,9.0,20000.0,75, for kids(5-10),9
christmas gifts for kids,610.0,60964.0,96.0,100000.0,97, for kids(5-10),3
