Keyword Phrase,Magnet IQ Score,Search Volume,Search Volume Trend,Competing Products,CPR,Cluster,Subcluster
womens christmas gift,3.0,573.0,139.0,200000.0,9, for women,1
gifts for woman unique,6.0,573.0,47.0,100000.0,9, for women,4
gifts for women for their birthday,6.0,573.0,51.0,100000.0,9, for women,2
plants gifts for women,19.0,574.0,27.0,30000.0,9, for women,4
gifs for a women,287.0,574.0,20.0,2000.0,9, for women,9
coffee accessories gifts for women,31.0,628.0,89.0,20000.0,10, for women,0
gifts for women over 70,321.0,642.0,12.0,2000.0,10, for women,8
organic gifts for women,64.0,642.0,16.0,10000.0,10, for women,4
gift for travelers women,64.0,642.0,0.0,10000.0,10, for women,8
mexican gifts for women,32.0,642.0,6.0,20000.0,10, for women,4
damn it dolls for women,14267.0,642.0,22.0,45.0,10, for women,9
20 dollar gifts for women,161.0,642.0,608.0,4000.0,10, for women,6
woman gifts for christmas,6.0,642.0,984.0,100000.0,10, for women,1
gift for women over 50,107.0,642.0,11.0,6000.0,10, for women,8
stuff for guys,128.0,642.0,14.0,5000.0,10, for women,9
small birthday gifts for women,6.0,642.0,-10.0,100000.0,10, for women,2
christmas gift for women,16.0,642.0,113.0,40000.0,10, for women,1
hosting gifts for women,321.0,642.0,74.0,2000.0,10, for women,4
ladies birthday gifts for women,6.0,642.0,-17.0,100000.0,10, for women,2
home gifts for women,6.0,644.0,14.0,100000.0,10, for women,4
gift bundles for women,64.0,644.0,12.0,10000.0,10, for women,4
big hoodies for women,16.0,644.0,19.0,40000.0,10, for women,3
gifts for women unique,6.0,644.0,20.0,100000.0,10, for women,4
christmas gift women,6.0,644.0,211.0,100000.0,10, for women,1
25 gifts for women,6.0,644.0,324.0,100000.0,10, for women,6
small gift for women,3.0,644.0,16.0,200000.0,10, for women,8
funny christmas gifts for women,2125.0,644.0,2133.0,303.0,10, for women,1
womens birthday gift,3.0,644.0,-13.0,200000.0,10, for women,2
gift for women christmas,6.0,644.0,666.0,100000.0,10, for women,1
best adult women gifts,6.0,644.0,21.0,100000.0,10, for women,4
20 gifts for women,6.0,644.0,147.0,100000.0,10, for women,6
women's gifts for birthday,3.0,644.0,-9.0,200000.0,10, for women,2
gift for young woman,7.0,713.0,14.0,100000.0,10, for women,8
outdoor gifts for women,7.0,713.0,21.0,100000.0,10, for women,4
nice gifts for women,7.0,713.0,4.0,100000.0,10, for women,4
silly gifts for women,178.0,713.0,10.0,4000.0,10, for women,4
joke gifts for women,89.0,713.0,28.0,8000.0,10, for women,4
crochet gifts for women,71.0,713.0,28.0,10000.0,10, for women,4
halloween gifts for women,7.0,713.0,-21.0,100000.0,10, for women,4
popular gifts for women,12.0,713.0,16.0,60000.0,10, for women,4
 for girls,7.0,713.0,5.0,100000.0,10, for women,9
birthday gifts for older women,9.0,713.0,-17.0,80000.0,10, for women,2
nerdy gifts for women,357.0,713.0,37.0,2000.0,10, for women,4
rose gifts for women,8.0,713.0,9.0,90000.0,10, for women,4
15 dollar gifts for women,178.0,713.0,411.0,4000.0,10, for women,6
gifts for older women over 80,713.0,713.0,17.0,1000.0,10, for women,8
gifts for young adult women,102.0,713.0,77.0,7000.0,10, for women,6
woman gifts for birthday,4.0,713.0,-18.0,200000.0,10, for women,2
friend christmas gifts for women,7.0,713.0,292.0,100000.0,10, for women,1
womens birthday gifts for friend,7.0,713.0,-2.0,100000.0,10, for women,2
cool gifts for women in their 20s,1273.0,713.0,9.0,560.0,10, for women,6
gifts for friends women birthday,7.0,713.0,-16.0,100000.0,10, for women,2
gift for woman birthday,4.0,714.0,-12.0,200000.0,10, for women,2
women's gift s,7.0,714.0,25.0,100000.0,10, for women,4
side purse for women crossbody,71.0,714.0,40.0,10000.0,10, for women,9
gift for women friend,4.0,773.0,27.0,200000.0,11, for women,8
gifts for women for christmas,8.0,773.0,97.0,100000.0,11, for women,1
snuggie for women,1405.0,773.0,82.0,550.0,11, for women,7
 for women gifts,8.0,773.0,37.0,100000.0,11, for women,4
friend gifts for women birthday,8.0,773.0,-18.0,100000.0,11, for women,2
outdoorsy gifts for women,773.0,773.0,23.0,1000.0,11, for women,4
women self care gifts,77.0,773.0,41.0,10000.0,11, for women,4
female christmas gifts,8.0,773.0,177.0,100000.0,11, for women,1
boujee gifts for women,773.0,773.0,19.0,1000.0,11, for women,4
young women's gifts,10.0,773.0,34.0,80000.0,11, for women,6
christmas gift for teachers women,8.0,773.0,576.0,100000.0,11, for women,1
funny candles for women friends,387.0,773.0,27.0,2000.0,11, for women,4
birthday gift for woman,8.0,844.0,0.0,100000.0,11, for women,2
naughty gifts for women,141.0,844.0,19.0,6000.0,11, for women,4
pick me up gifts for women,211.0,844.0,-10.0,4000.0,11, for women,4
ladies christmas gifts,8.0,844.0,124.0,100000.0,11, for women,1
christmas gifts for older women,42.0,844.0,119.0,20000.0,11, for women,1
best gifts for women who have everything,84.0,844.0,26.0,10000.0,11, for women,4
destress gifts for women,4284.0,844.0,11.0,197.0,11, for women,4
good gifts for women,4.0,845.0,40.0,200000.0,11, for women,4
gift women,8.0,845.0,32.0,100000.0,11, for women,8
women birthday gift,4.0,845.0,2.0,200000.0,11, for women,2
women's birthday gifts,4.0,845.0,-21.0,200000.0,11, for women,2
oversized hoodie blanket for women,845.0,845.0,59.0,1000.0,11, for women,3
cheap christmas gifts for women,8.0,845.0,188.0,100000.0,11, for women,1
unusual gifts for women who have everything,2600.0,845.0,44.0,325.0,11, for women,4
christmas gifts for woman,8.0,845.0,124.0,100000.0,11, for women,1
30 christmas gifts for women,85.0,845.0,86.0,10000.0,11, for women,6
little gifts for women,4.0,847.0,20.0,200000.0,11, for women,4
birthday candles for women,141.0,847.0,87.0,6000.0,11, for women,2
gifts for women friends,9.0,907.0,28.0,100000.0,12, for women,4
birthday gift women,5.0,907.0,1.0,200000.0,12, for women,2
lighters for women,454.0,907.0,137.0,2000.0,12, for women,9
gift women,9.0,907.0,4.0,100000.0,12, for women,8
encouraging gifts for women,30.0,907.0,6.0,30000.0,12, for women,4
gifts for adult women,9.0,907.0,31.0,100000.0,12, for women,4
packing cubes for women,1689.0,907.0,104.0,537.0,12, for women,9
red gifts for women,9.0,907.0,22.0,100000.0,12, for women,4
$10 gifts for women,9.0,907.0,45.0,100000.0,12, for women,6
womens self care gifts,91.0,907.0,32.0,10000.0,12, for women,4
booktok gifts for women,907.0,907.0,,1000.0,12, for women,4
gift guide for women,130.0,909.0,110.0,7000.0,12, for women,4
best birthday gifts for women,9.0,909.0,-16.0,100000.0,12, for women,2
handmade gifts for women,9.0,909.0,63.0,100000.0,12, for women,4
blanket robe for women,2201.0,909.0,49.0,413.0,12, for women,3
christmas gifts for best friends women,9.0,909.0,108.0,100000.0,12, for women,1
20 christmas gifts for women,11.0,909.0,131.0,80000.0,12, for women,6
best old lady gifts,30.0,909.0,61.0,30000.0,12, for women,8
new home gifts for women,15.0,916.0,146.0,60000.0,12, for women,4
unique gifts for women who have everything,261.0,1044.0,51.0,4000.0,25, for women,4
gifts for female friends,11.0,1101.0,61.0,100000.0,26, for women,4
christmas gifts for women in their 20s,2480.0,1101.0,151.0,444.0,26, for women,6
gifts for women in their 60s,2102.0,1108.0,43.0,527.0,26, for women,8
gifts for female boss,115.0,1148.0,3.0,10000.0,26, for women,4
best teacher gifts for women,12.0,1163.0,41.0,100000.0,26, for women,4
gofts for women,6.0,1163.0,46.0,200000.0,26, for women,7
bougie gifts for women,1163.0,1163.0,54.0,1000.0,26, for women,4
women gift s,12.0,1164.0,53.0,100000.0,26, for women,4
fun birthday gifts for women,17.0,1164.0,-7.0,70000.0,26, for women,2
womens gift s,12.0,1164.0,86.0,100000.0,26, for women,4
cozy hoodies for women,58.0,1164.0,42.0,20000.0,26, for women,3
gifts for a 80 year old woman,582.0,1164.0,28.0,2000.0,26, for women,8
ladies gifts for women,6.0,1164.0,67.0,200000.0,26, for women,4
gifts for women birthday,6.0,1166.0,-5.0,200000.0,26, for women,2
great gifts for women,12.0,1166.0,28.0,100000.0,26, for women,4
unique gifts for senior women,583.0,1166.0,-15.0,2000.0,26, for women,8
friends birthday gifts for women,12.0,1203.0,7.0,100000.0,26, for women,2
women’s gifts,12.0,1209.0,68.0,100000.0,26, for women,4
gift for teachers women,12.0,1209.0,19.0,100000.0,26, for women,8
positive gifts for women,40.0,1210.0,70.0,30000.0,26, for women,4
bay gifts for women,121.0,1210.0,44.0,10000.0,26, for women,4
teacher appreciation gifts for women,40.0,1212.0,103.0,30000.0,29, for women,4
cute stuff for women,13.0,1283.0,37.0,100000.0,26, for women,9
5 gifts for women,13.0,1283.0,58.0,100000.0,26, for women,6
christmas gifts for friends women,13.0,1283.0,170.0,100000.0,26, for women,1
bunco gifts for women,1398.0,1285.0,58.0,919.0,27, for women,4
vintage gifts for women,14.0,1287.0,54.0,90000.0,26, for women,8
trending gifts for women,129.0,1288.0,69.0,10000.0,26, for women,4
sweater blanket for women,2228.0,1290.0,73.0,579.0,26, for women,3
gift for older woman,18.0,1290.0,28.0,70000.0,26, for women,8
quirky gifts women,323.0,1290.0,88.0,4000.0,26, for women,4
best christmas gifts for women,13.0,1295.0,501.0,100000.0,26, for women,1
gifts for 19 year old female,1874.0,1338.0,29.0,714.0,26, for women,6
garden gifts women,34.0,1340.0,30.0,40000.0,26, for women,4
grieving gifts for women,670.0,1340.0,,2000.0,26, for women,4
cute birthday gifts for women,13.0,1349.0,-13.0,100000.0,26, for women,2
gifts for ladies,7.0,1365.0,59.0,200000.0,26, for women,4
blanket sweaters for women,2167.0,1365.0,42.0,630.0,26, for women,3
yellow gifts for women,23.0,1365.0,3.0,60000.0,26, for women,4
women's gifts for christmas,14.0,1365.0,854.0,100000.0,26, for women,1
holiday gift for women,20.0,1366.0,142.0,70000.0,26, for women,1
gift for women birthday unique,14.0,1366.0,-12.0,100000.0,26, for women,2
10 gifts for women,14.0,1366.0,87.0,100000.0,26, for women,6
giant hoodies for women,34.0,1366.0,145.0,40000.0,26, for women,3
rose for women,14.0,1366.0,-12.0,100000.0,26, for women,9
blanket hoodie for women,1366.0,1366.0,132.0,1000.0,27, for women,3
unique birthday gifts for women,14.0,1375.0,-17.0,100000.0,27, for women,2
boho gifts for women,20.0,1375.0,34.0,70000.0,27, for women,4
small christmas gifts for women,14.0,1377.0,173.0,100000.0,26, for women,1
 for women,7.0,1379.0,-6.0,200000.0,36, for women,9
womans gifts,7.0,1379.0,52.0,200000.0,26, for women,4
christmas gifts for young women,197.0,1379.0,139.0,7000.0,26, for women,1
winter gifts for women,14.0,1379.0,86.0,100000.0,26, for women,1
woman birthday gift,8.0,1533.0,-3.0,200000.0,26, for women,2
best gifts for women over 70,767.0,1533.0,-5.0,2000.0,26, for women,8
birthday gifts women,8.0,1535.0,0.0,200000.0,26, for women,2
promotion gifts for women,158.0,1581.0,-3.0,10000.0,30, for women,4
girl gifts for women,16.0,1581.0,1.0,100000.0,26, for women,4
womens gifts unique,16.0,1582.0,-2.0,100000.0,26, for women,4
mini gifts for women,32.0,1584.0,69.0,50000.0,26, for women,4
sunshine gifts for women,226.0,1584.0,148.0,7000.0,27, for women,4
inexpensive gifts for women,79.0,1586.0,72.0,20000.0,26, for women,4
ladies gifts,16.0,1586.0,29.0,100000.0,26, for women,4
gifts for women over 50,264.0,1586.0,44.0,6000.0,26, for women,6
birthday gift for women,53.0,1586.0,-13.0,30000.0,26, for women,2
cool gifts for 50 year old woman,1586.0,1586.0,-3.0,1000.0,27, for women,8
christmas for women,6644.0,1588.0,140.0,239.0,26, for women,1
coolest gift for women,265.0,1588.0,0.0,6000.0,26, for women,8
wearable blanket hoodie for women,1609.0,1609.0,225.0,1000.0,27, for women,3
gifts for women christmas,16.0,1611.0,131.0,100000.0,26, for women,1
you got this gifts for women,161.0,1613.0,-5.0,10000.0,27, for women,4
gifts for plant lovers women,161.0,1613.0,46.0,10000.0,26, for women,4
birthday gifts for women over 60,588.0,1763.0,-1.0,3000.0,27, for women,2
gifts women,9.0,1767.0,38.0,200000.0,26, for women,4
tech gifts for women,61.0,1825.0,72.0,30000.0,26, for women,4
christmas gifts for women friends,18.0,1825.0,179.0,100000.0,26, for women,1
gifts for 20 year old female,1827.0,1827.0,11.0,1000.0,28, for women,6
woman gift,9.0,1830.0,30.0,200000.0,26, for women,8
cool stuff for girls,183.0,1832.0,-2.0,10000.0,26, for women,9
gifts for older women over 70,1832.0,1832.0,32.0,1000.0,26, for women,8
bestie birthday gifts for women,92.0,1832.0,-7.0,20000.0,27, for women,2
plant gifts for women,61.0,1836.0,24.0,30000.0,27, for women,4
bulk christmas gifts for women,18.0,1836.0,243.0,100000.0,27, for women,1
women's christmas gifts,18.0,1836.0,203.0,100000.0,26, for women,1
comfy hoodies for women,4119.0,1837.0,27.0,446.0,26, for women,3
oversized blanket hoodies for women,1871.0,1837.0,141.0,982.0,26, for women,3
friends gifts for women,18.0,1839.0,34.0,100000.0,26, for women,4
pampering gift for women,415.0,2073.0,2.0,5000.0,27, for women,4
gift for women,21.0,2085.0,8.0,100000.0,27, for women,8
cool gadgets for women,537.0,2147.0,24.0,4000.0,27, for women,9
cheer up gifts for women,215.0,2147.0,-2.0,10000.0,28, for women,4
girly gifts for women,215.0,2147.0,104.0,10000.0,27, for women,4
gender neutral gifts for adults,2752.0,2279.0,135.0,828.0,27, for women,4
birthday candle for women,380.0,2279.0,39.0,6000.0,28, for women,2
female birthday gifts for women,23.0,2279.0,10.0,100000.0,27, for women,2
gift for woman,11.0,2282.0,11.0,200000.0,27, for women,8
christmas gifts women,23.0,2282.0,178.0,100000.0,27, for women,1
home decor gifts for women,23.0,2284.0,205.0,100000.0,27, for women,4
coffee gifts for women,25.0,2284.0,28.0,90000.0,27, for women,0
gifts for travelers women,232.0,2316.0,22.0,10000.0,27, for women,4
cute mugs for women,232.0,2318.0,42.0,10000.0,28, for women,0
woman christmas gifts,12.0,2318.0,169.0,200000.0,27, for women,1
warm hoodies for women,232.0,2319.0,84.0,10000.0,27, for women,3
hooded blanket for women,2319.0,2319.0,634.0,1000.0,27, for women,3
womens gift ,23.0,2319.0,40.0,100000.0,27, for women,8
unisex gifts,24.0,2429.0,146.0,100000.0,27, for women,4
unusual gifts for women,608.0,2431.0,31.0,4000.0,27, for women,4
office gifts for women,24.0,2431.0,21.0,100000.0,27, for women,4
turtle gifts for women,243.0,2431.0,23.0,10000.0,31, for women,4
gifts for women in their 20s,3840.0,2431.0,122.0,633.0,27, for women,6
friendship gifts for women friends,61.0,2431.0,14.0,40000.0,29, for women,4
encouragement gifts for women,61.0,2433.0,3.0,40000.0,29, for women,4
oversized hoodie for women,41.0,2433.0,24.0,60000.0,27, for women,3
fall gifts for women,24.0,2433.0,-39.0,100000.0,28, for women,4
birthday presents for women,24.0,2434.0,-13.0,100000.0,27, for women,2
women gifts unique,24.0,2434.0,24.0,100000.0,27, for women,4
practical gifts for women,30.0,2434.0,53.0,80000.0,27, for women,4
womens gift,24.0,2434.0,15.0,100000.0,27, for women,8
gifts for young women 20- 25,2686.0,2686.0,62.0,1000.0,27, for women,6
cool gifts for women,27.0,2707.0,29.0,100000.0,27, for women,4
women gift ,30.0,2982.0,30.0,100000.0,28, for women,8
top gifts for women,30.0,2984.0,65.0,100000.0,28, for women,4
gifts for christian women,62.0,3088.0,22.0,50000.0,28, for women,4
clever gifts for women,515.0,3090.0,120.0,6000.0,28, for women,4
womens birthday gifts unique,33.0,3290.0,6.0,100000.0,28, for women,2
christmas gift for women,33.0,3302.0,194.0,100000.0,28, for women,1
kitchen gifts for women,33.0,3306.0,47.0,100000.0,28, for women,4
young adult gifts women,473.0,3308.0,418.0,7000.0,28, for women,6
gifts for women 30s,3310.0,3310.0,37.0,1000.0,28, for women,6
beauty gifts for women,33.0,3313.0,54.0,100000.0,28, for women,4
co worker gifts for woman,115.0,3449.0,47.0,30000.0,28, for women,8
gifts for woman,35.0,3457.0,45.0,100000.0,28, for women,8
presents for women,35.0,3457.0,18.0,100000.0,28, for women,4
useful gifts for women,115.0,3457.0,37.0,30000.0,28, for women,4
unique gifts for women over 50,1740.0,3480.0,48.0,2000.0,28, for women,6
cheap gifts for women,36.0,3641.0,50.0,100000.0,29, for women,6
christmas gift for women,36.0,3641.0,188.0,100000.0,29, for women,1
funny birthday gifts for women,37.0,3699.0,-9.0,100000.0,30, for women,2
women gifts for birthday,41.0,4123.0,-15.0,100000.0,29, for women,2
women gift,41.0,4123.0,25.0,100000.0,29, for women,8
friend birthday gifts for women,41.0,4123.0,-19.0,100000.0,30, for women,2
womens gifts for birthday,21.0,4124.0,-13.0,200000.0,29, for women,2
monogrammed gifts for women,687.0,4124.0,45.0,6000.0,31, for women,4
women's gifts,21.0,4124.0,37.0,200000.0,29, for women,4
cluci crossbody bags for women,19005.0,4124.0,-18.0,217.0,29, for women,9
women gifts for christmas,42.0,4163.0,598.0,100000.0,29, for women,1
fun gifts for women,42.0,4167.0,25.0,100000.0,29, for women,4
gifts for elderly women,522.0,4176.0,51.0,8000.0,29, for women,8
housewarming gifts for women,87.0,4339.0,143.0,50000.0,30, for women,4
thanksgiving gifts for women,43.0,4342.0,410.0,100000.0,29, for women,4
women birthday gifts,22.0,4344.0,-15.0,200000.0,30, for women,2
witchy gifts for women,869.0,4344.0,34.0,5000.0,31, for women,4
secret santa gifts for women,724.0,4344.0,491.0,6000.0,30, for women,1
gifts for young women,58.0,4679.0,62.0,80000.0,30, for women,6
candles gifts for women,521.0,4688.0,330.0,9000.0,33, for women,4
white elephant gifts for women,587.0,4693.0,701.0,8000.0,30, for women,4
best gifts for women,25.0,4902.0,34.0,200000.0,30, for women,4
xmas gifts for women,70.0,4914.0,265.0,70000.0,31, for women,1
gift for women,52.0,5162.0,77.0,100000.0,31, for women,8
cute gifts for women,54.0,5430.0,17.0,100000.0,31, for women,4
bestie gifts for women,272.0,5433.0,25.0,20000.0,32, for women,4
gifts for older women,81.0,5653.0,58.0,70000.0,31, for women,8
gifts for friends women,57.0,5722.0,12.0,100000.0,31, for women,4
cozy gifts for women,71.0,6429.0,58.0,90000.0,32, for women,4
mugs for women,161.0,6431.0,100.0,40000.0,32, for women,0
christmas presents for women,71.0,6431.0,137.0,90000.0,32, for women,1
stuff for girls,71.0,6431.0,8.0,90000.0,32, for women,9
friend gifts for women,64.0,6436.0,22.0,100000.0,33, for women,4
womens birthday gifts,64.0,6441.0,-10.0,100000.0,32, for women,2
coolest gifts for women,1074.0,6443.0,45.0,6000.0,32, for women,4
birthday gift for women,64.0,6445.0,-9.0,100000.0,32, for women,2
happy birthday gifts for women,64.0,6447.0,36.0,100000.0,33, for women,2
dachshund gifts for women,695.0,6952.0,123.0,10000.0,36, for women,4
woman gifts,81.0,8089.0,80.0,100000.0,34, for women,8
giftwomen,86.0,8620.0,87.0,100000.0,34, for women,4
relaxation gifts for women,443.0,8854.0,8.0,20000.0,35, for women,4
women christmas gifts,89.0,8858.0,207.0,100000.0,35, for women,1
gardening gifts for women,512.0,10238.0,42.0,20000.0,41, for women,4
birthday gifts for women friendship,259.0,10370.0,5.0,40000.0,38, for women,2
inspirational gifts for women,117.0,10546.0,9.0,90000.0,39, for women,4
relaxing gifts for women,183.0,12787.0,795.0,70000.0,39, for women,4
suitcase covers for luggage,4276.0,12827.0,-25.0,3000.0,42, for women,5
small gifts for women,135.0,13485.0,49.0,100000.0,40, for women,4
gifts for women birthday unique,150.0,14969.0,-2.0,100000.0,42, for women,2
hoodie blanket for women,14999.0,14999.0,40.0,1000.0,42, for women,3
womens christmas gifts,158.0,15825.0,252.0,100000.0,43, for women,1
gift for women,159.0,15910.0,41.0,100000.0,45, for women,8
friendship gifts for women,365.0,18252.0,8.0,50000.0,50, for women,4
wearable blankets for women,18794.0,18794.0,554.0,1000.0,47, for women,3
women gifts,97.0,19440.0,31.0,200000.0,47, for women,4
get well gifts for women,243.0,19470.0,-7.0,80000.0,50, for women,4
blanket hoodies for women,19980.0,19980.0,124.0,1000.0,49, for women,3
gift for women,105.0,21054.0,2.0,200000.0,50, for women,8
oversized hoodies for women,474.0,23693.0,50.0,50000.0,53, for women,3
personalized gifts for women,237.0,23713.0,59.0,100000.0,54, for women,4
unique gifts for women,241.0,24078.0,42.0,100000.0,54, for women,4
womens gifts,248.0,24806.0,10.0,100000.0,54, for women,4
gifts for women who have everything,2481.0,24809.0,137.0,10000.0,55, for women,4
holiday gifts for women,307.0,30705.0,10940.0,100000.0,61, for women,1
anniversary gifts for women,361.0,36115.0,-12.0,100000.0,67, for women,4
spa gifts for women,4626.0,92529.0,1572.0,20000.0,138, for women,4
womens gifts for christmas,1130.0,113012.0,28804.0,100000.0,159, for women,1
christmas gifts for women,1895.0,189513.0,279.0,100000.0,253, for women,1
gifts for women,1806.0,361266.0,31.0,200000.0,462, for women,4
