"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"gifts cheap",4,390,45,,,,94,">100,000",8,1,0,0,0,,
"host gifts for women",130,390,42,,,,372,">3,000",8,1,0,0,0,,
"mom bday gifts",4,390,-8,,,,275,">100,000",8,1,0,0,0,,
"gifts for college",4,390,56,1.11,0.87,1.41,210,">100,000",8,1,0,0,2,,
"office christmas gifts for women",2,390,"n/a",,,,36,">200,000",8,1,0,0,0,,
"thanksgiving gift set",5,390,203,,,,161,">80,000",8,1,0,0,0,,
"self care gift box",78,390,7,0.9,0.67,1.16,327,">5,000",8,1,0,0,1,,
"teenager girl gifts",20,390,91,0.99,0.72,1.22,216,">20,000",8,1,0,0,0,,
"gifts for women birthday unique sister",8,390,-13,,,,315,">50,000",8,1,0,0,0,,
"gifts for mom friend",4,390,11,1.25,1.04,1.7,391,">100,000",8,1,0,0,0,,
"classroom supplies for teachers",13,392,-11,0.82,0.49,0.99,290,">30,000",8,1,0,0,1,,
"gifts for 10 year olds girls",78,392,3,,,,352,">5,000",8,1,0,0,0,,
"gift for older women",6,392,22,1.24,0.93,1.43,373,">70,000",8,1,0,0,0,,
"good gifts for girls",4,392,30,,,,288,">100,000",8,1,0,0,0,,
"free gifts",4,392,80,0.95,0.65,1.21,217,">100,000",8,1,0,0,0,,
"cool gifts for dads",4,392,-36,1.43,1.18,1.81,284,">90,000",8,1,0,0,0,,
"christmas gifts sister",4,392,352,1.12,0.89,1.44,233,">100,000",8,1,0,0,0,,
"client appreciation gifts",196,392,214,,,,96,">2,000",8,1,0,0,0,,
"fun lamps for bedrooms",78,392,11,,,,285,">5,000",8,1,0,0,0,,
"disney cars gifts",196,392,0,,,,238,">2,000",8,0,1,0,0,,
"comforting gifts",39,392,209,,,,187,">10,000",8,1,0,0,0,,
"get well gift for women",4,392,11,,,,295,">90,000",8,1,0,0,0,,
"2nd marriage wedding gifts",486,392,-18,1.25,1.01,1.51,319,">807",8,1,0,0,0,,
"gifts for relaxation",13,392,140,1.32,1.01,1.78,186,">30,000",8,1,0,0,0,,
"gifts for pregnant friend",78,392,24,,,,230,">5,000",8,1,0,0,0,,
"8 yr old girl gifts",56,392,237,1.34,1.02,1.62,210,">7,000",8,1,0,0,0,,
"girl friend gifts",4,392,29,1.32,1.06,1.76,369,">100,000",8,1,0,0,0,,
"cute girl gifts",4,392,13,1.1,0.84,1.4,344,">100,000",8,1,0,0,0,,
"gift box for teen girls",20,392,35,1.01,0.79,1.3,322,">20,000",8,1,0,0,1,,
"christmas gifts for cooks",4,392,-9,,,,327,">100,000",8,1,0,0,0,,
"cheeseboard gift set",877,392,7,0.81,0.62,1.09,322,447,8,1,0,0,0,,
"gift for 22 year old female",879,392,-6,1.24,0.92,1.56,391,">446",8,1,0,0,0,,
"candy variety pack for adults",131,392,-2,1.02,0.65,1.24,304,">3,000",8,1,0,0,0,,
"hydro planters for indoor plants",721,392,9,0.8,0.75,1.18,362,544,8,1,0,0,1,,
"christmas gift bundles for women",20,392,93,,,,95,">20,000",8,1,1,0,0,,
"birthday gifts 8 year old girls",65,392,-10,1.48,1.08,1.88,286,">6,000",8,1,0,0,0,,
"birthday gifts for mom unique",5,392,-15,1.28,1.03,1.56,315,">80,000",8,1,0,0,0,,
"christmas gifts 2023 adults",131,392,56,,,,203,">3,000",8,1,0,0,0,,
"christmas toys for girls age 10-12",56,392,"n/a",,,,36,">7,000",8,1,0,0,0,,
"cool bigfoot gifts",392,392,"n/a",,,,48,">1,000",8,0,1,0,0,,
"christmas gifts for couples unique 2024","2,227",392,"n/a",,,,36,176,8,0,1,0,0,,
"welcome home gift",6,394,-2,1.31,0.92,1.41,393,">70,000",8,1,0,0,0,,
"whiskey sampler gift set","1,169",394,7,1.4,0.9,1.7,321,337,8,1,0,0,0,,
"birthday gifts for toddler girls",7,394,11,1.15,0.9,1.37,348,">60,000",8,1,0,0,0,,
"postpartum gifts for women",197,394,474,1.23,0.99,1.67,170,">2,000",8,1,0,0,0,,
"office stuff for women",20,394,-10,0.66,0.49,0.85,367,">20,000",8,1,0,0,0,,
"teacher friend gifts",4,394,-9,1.17,0.8,1.33,374,">90,000",8,1,0,0,0,,
"age 6 girls gifts",8,394,1,1.45,1.08,1.82,283,">50,000",8,1,0,0,0,,
"socks for sleeping",66,394,30,,,,377,">6,000",8,1,0,0,0,,
"smoking accessories for smoker",131,394,2,1.61,1.19,1.71,384,">3,000",8,1,0,0,0,,
"sister candle gifts from sister",131,394,12,1.16,0.98,1.36,306,">3,000",8,1,0,0,0,,
"kids birthday gifts",4,396,-14,1.5,1.15,1.87,413,">100,000",8,1,0,0,0,,
"ladies gift",2,396,-1,1.4,0.97,1.77,341,">200,000",8,1,0,0,0,,
"gift snacks",20,396,20,1.3,1.02,1.71,356,">20,000",8,1,0,0,0,,
"cooking gifts for teens",396,396,239,0.74,0.54,0.96,241,">1,000",8,1,0,0,0,,
"halloween gifts for adults",4,396,37,0.76,0.48,1.02,865,">100,000",8,1,0,0,0,,
"science gadgets for adults",475,396,11,1.35,0.93,1.61,251,">834",8,1,0,0,0,,
"honey gift",40,396,-42,0.94,0.81,1.28,306,">10,000",8,0,1,0,7,,
"gifts for your wife",4,396,473,1.52,1.16,1.83,179,">100,000",8,1,0,0,0,,
"goth christmas gifts",40,396,95,,,,263,">10,000",8,1,0,0,0,,
"presents for 13 year old girls",396,396,-18,,,,328,">1,000",8,1,0,0,0,,
"kids 8-12 gifts",6,396,1,,,,227,">70,000",8,1,0,0,0,,
"personalised gift for women",79,396,3,,,,220,">5,000",8,0,1,0,0,,
"practical gifts for pregnant women",411,396,"n/a",,,,72,">964",8,0,1,0,0,,
"gift mugs",5,397,394,0.78,0.59,1.01,194,">80,000",8,1,0,0,0,,
"birthday gifts 10 year old girl",44,397,-9,1.54,1.11,1.77,288,">9,000",8,1,0,0,0,,
"fuzzy socks for teens",839,397,"1,852",0.93,0.75,1.07,233,">473",8,1,0,0,0,,
"bridal shower prizes for game winners",420,397,-13,0.68,0.43,0.77,443,">946",8,1,0,0,1,,
"cheese lovers gifts",199,397,134,0.65,0.48,0.81,204,">2,000",8,1,0,0,3,,
"bags for traveling",4,397,-18,0.87,0.65,1.12,379,">100,000",8,1,0,0,0,,
"disney up gifts",40,397,24,0.86,0.65,1.21,246,">10,000",8,1,0,0,0,,
"10 year old toys for girls",132,397,-4,,,,300,">3,000",8,1,0,0,0,,
"college student gifts for women",4,397,200,1.06,0.77,1.36,225,">100,000",8,1,0,0,0,,
"fun books for adults",4,397,56,0.62,0.49,0.77,176,">100,000",8,1,0,0,0,,
"gifts for christmas for kids",1,397,"n/a",,,,72,">300,000",8,1,0,0,0,,
"best fuzzy socks for women",132,397,164,1,0.77,1.17,209,">3,000",8,1,0,0,0,,
"cute small gifts for women",4,397,18,1.01,0.67,1.13,289,">100,000",8,1,0,0,0,,
"gift for women christmas",2,397,12,1.15,0.88,1.33,259,">200,000",8,1,0,0,0,,
"gifts for sister christmas",4,397,69,1.16,0.9,1.47,134,">100,000",8,1,0,0,0,,
"winter gift",4,397,60,,,,313,">100,000",8,1,0,0,0,,
"cool family gifts",4,397,19,0.85,0.67,1.4,203,">100,000",8,1,0,0,0,,
"50 gifts",4,397,25,0.87,0.86,1.13,321,">100,000",8,1,0,0,0,,
"100 dollar gifts",20,397,557,0.94,0.69,1.3,92,">20,000",8,1,0,0,1,,
"gifts for brothers adult",40,397,339,1.23,0.88,1.3,190,">10,000",8,1,0,0,0,,
"best gifts for moms after birth",40,397,"n/a",,,,60,">10,000",8,1,0,0,0,,
"fuzzy socks for women size 9-12",936,397,"n/a",,,,83,">424",8,1,0,0,0,,
"coquette gift bag","2,919",397,"n/a",,,,24,">136",8,0,1,0,0,,
"unique birthday gifts",4,399,-9,1.21,0.96,1.66,355,">100,000",8,1,0,0,4,,
"moving gift",4,399,-1,1.16,1.05,1.47,295,">100,000",8,1,0,0,0,,
"older people gifts",20,399,12,,,,393,">20,000",8,1,0,0,0,,
"the gift book",4,399,-3,0.93,0.7,1.23,392,">100,000",8,1,0,0,0,,
"secret sister gifts for women",100,399,59,0.87,0.78,1.13,216,">4,000",8,1,0,0,2,,
"welcome back gift",20,399,1,1,0.62,1.21,328,">20,000",8,1,0,0,0,,
"therapy gifts",13,399,639,0.97,0.7,1.22,263,">30,000",8,1,0,0,3,,
"prizes for women",40,399,39,0.93,0.72,1.2,393,">10,000",8,1,0,0,0,,
"unusual women's gifts",80,399,353,,,,90,">5,000",8,1,0,0,0,,
"stuffers for women",20,399,132,,,,153,">20,000",8,1,0,0,2,,
"top 10 birthday gifts for friend",80,399,7,,,,138,">5,000",8,1,0,0,0,,
"woman's christmas gift",0,399,"n/a",,,,60,0,8,1,0,0,0,,
"girls gifts age 8",7,401,112,1.13,0.84,1.4,228,">60,000",8,1,0,0,0,,
"gift for therapist",40,401,26,0.84,0.6,1.03,340,">10,000",8,1,0,0,2,,
"gift for gardener",45,401,7,1.45,1.13,1.73,341,">9,000",8,1,0,0,1,,
"gifts for secretaries",134,401,5,1,0.84,1.2,377,">3,000",8,1,0,0,1,,
"fun gifts for friends",4,401,224,0.92,0.72,1.11,262,">100,000",8,1,0,0,0,,
"drinking gifts for women",6,401,-28,0.82,0.57,0.98,347,">70,000",8,1,0,0,0,,
"eye masks for migraines",401,401,-6,1.16,0.85,1.43,265,">1,000",8,1,0,0,0,,
"funny gift for sister",10,401,74,1.23,0.88,1.48,171,">40,000",8,1,0,0,0,,
"christmas movie gifts",20,401,138,0.91,0.67,1.11,219,">20,000",8,1,0,0,5,,
"cute things for boyfriend",201,401,-14,1.02,0.7,1.2,375,">2,000",8,1,0,0,0,,
"lotion for women gift",100,401,3,1.29,0.89,1.64,284,">4,000",8,1,0,0,0,,
"kindle gift","4,266",401,49,0.69,0.46,0.91,161,94,8,1,0,0,0,,
"history buff gifts",40,401,23,0.86,0.71,1.17,182,">10,000",8,1,0,0,1,,
"gifts for creative women",4,401,165,0.82,0.59,1.17,144,">100,000",8,1,0,0,0,,
"gifts for 7yr old girls",80,401,-2,1.39,1.02,1.77,323,">5,000",8,1,0,0,0,,
"gifts for professional women",2,401,-6,1.22,1.03,1.56,341,">200,000",8,1,0,0,0,,
"gifts for guests",4,401,-23,0.9,0.62,1.16,363,">100,000",8,1,0,0,2,,
"gifts for 5yr old girls",57,401,36,,,,314,">7,000",8,1,0,0,0,,
"home socks for women",67,401,38,,,,224,">6,000",8,1,0,0,0,,
"cool things for women",8,401,82,,,,284,">50,000",8,1,0,0,0,,
"cool gifts for brother",40,401,346,1.28,0.95,1.64,212,">10,000",8,1,0,0,1,,
"funny practical gifts",13,401,188,0.71,0.46,0.93,198,">30,000",8,1,0,0,0,,
"christmas gifts for home",4,401,286,1.09,0.81,1.28,174,">100,000",8,1,0,0,0,,
"christmas gifts for ladies",4,401,209,0.87,0.71,1.08,93,">100,000",8,1,0,0,0,,
"gifts for 5 yr old girls",20,401,279,,,,67,">20,000",8,1,0,0,0,,
"gifts for 6 years old girls",45,401,45,1.42,1.02,1.78,335,">9,000",8,1,0,0,0,,
"dove body wash sets for women gift","1,637",401,-10,0.88,0.78,0.98,252,245,8,0,1,0,0,,
"good gifts for girlfriend",5,401,-11,1.29,1.11,1.67,307,">80,000",8,1,0,0,0,,
"flowers for birthday women",100,401,13,,,,279,">4,000",8,1,0,0,0,,
"funny gag gifts for christmas",20,401,12,,,,285,">20,000",8,1,0,0,0,,
"care boxes for women",13,401,-1,,,,331,">30,000",8,1,0,0,0,,
"candy bouquet gifts",741,401,15,0.59,0.41,0.9,354,">541",8,1,0,0,0,,
"home decor gifts for housewarming",4,401,8,0.87,0.64,1.08,310,">100,000",8,1,0,0,0,,
"christmad gifts",2,401,121,,,,96,">200,000",8,1,0,0,0,,
"gifts for 8-9 year old girls",100,401,490,1.23,0.88,1.55,116,">4,000",8,1,0,0,0,,
"girl birthday gifts age 6-7",13,401,-50,1.4,1.19,1.82,392,">30,000",8,1,0,0,0,,
"cool gifts for gardeners",401,401,47,1.34,0.95,1.5,192,">1,000",8,1,0,0,0,,
"gifts for a 10 year-old girl",40,401,60,1.36,1.04,1.56,213,">10,000",8,1,0,0,0,,
"christmas gifts 2024 for adults",57,401,"n/a",,,,105,">7,000",8,1,0,0,0,,
"cool gifts for foodies",0,401,"n/a",,,,60,0,8,1,0,0,0,,
"gifts for women￼",0,401,"n/a",,,,48,0,8,1,0,0,0,,
"welcome gift",6,403,-5,0.78,0.57,0.92,372,">70,000",8,1,0,0,6,,
"baby shower prize gifts",101,403,-6,0.98,0.72,1.13,459,">4,000",8,1,0,0,0,,
"best gifts for 4 year old girls",40,403,5,1.47,1.17,1.85,266,">10,000",8,1,0,0,0,,
"toys for girls age 9",20,403,19,1.21,0.93,1.44,401,">20,000",8,1,0,0,0,,
"school stuff for teen girls",101,403,-4,0.55,0.52,0.68,395,">4,000",8,1,0,0,0,,
"big gifts",2,403,395,1.07,0.79,1.33,122,">200,000",8,1,0,0,0,,
"warm fluffy socks for women",403,403,230,0.94,0.76,1.14,152,">1,000",8,1,0,0,0,,
"toys for teenage girls",403,403,75,,,,179,">1,000",8,1,0,0,0,,
"womens relaxation gifts",40,403,346,1.09,0.84,1.52,243,">10,000",8,1,0,0,0,,
"womens beauty gifts",4,403,232,0.84,0.67,1.64,127,">100,000",8,1,0,0,0,,
"4 year old girls birthday gifts",81,403,10,0.93,0.69,1.14,278,">5,000",8,1,0,0,0,,
"best gifts for tweens",134,403,95,1.22,0.99,1.4,288,">3,000",8,1,0,0,0,,
"best 7 year old gifts",81,403,"1,282",,,,48,">5,000",8,1,0,0,0,,
"beauty holiday gift sets",81,403,495,,,,82,">5,000",8,1,0,0,0,,
"birthday gift for 8+ year old girl",20,403,2,1.43,1.13,1.85,321,">20,000",8,1,0,0,0,,
"stuff for kids 10-12",134,403,0,0.69,0.53,0.81,342,">3,000",8,1,0,0,0,,
"top 8 year old girls gifts",403,403,"n/a",,,,92,">1,000",8,1,0,0,0,,
"gift for dad who has everything",135,404,4,1.62,1.21,2.06,293,">3,000",8,1,0,0,0,,
"girly girl gifts",45,404,70,0.81,0.61,1.04,245,">9,000",8,1,0,0,0,,
"girls gifts age 5",8,404,-15,1.63,1.31,1.93,302,">50,000",8,1,0,0,0,,
"funny women gifts",4,404,9,1.12,0.84,1.4,271,">100,000",8,1,0,0,0,,
"gifts for girls 8",13,404,36,,,,153,">30,000",8,1,0,0,0,,
"perfect gifts for women",2,404,87,1.18,0.86,1.4,215,">200,000",8,1,0,0,0,,
"turtles gifts for women",40,404,-5,0.89,0.68,1.34,339,">10,000",8,1,0,0,2,,
"heavy socks for women",135,404,79,1.17,0.95,1.44,352,">3,000",8,1,0,0,0,,
"gifts for sister and brother in law",81,404,125,1.12,0.9,1.46,237,">5,000",8,1,0,0,0,,
"gift for a mom",4,404,47,1.29,1.05,1.64,212,">100,000",8,1,0,0,0,,
"gifts for 8year old girls",51,404,15,,,,295,">8,000",8,1,0,0,0,,
"gift ard",40,404,2,0.55,0.45,0.74,224,">10,000",8,1,0,0,0,,
"gifts for girls 10",4,404,38,1.28,1.04,1.82,304,">100,000",8,1,0,0,0,,
"gifts for college students females",40,404,390,,,,230,">10,000",8,1,0,0,0,,
"mena gifts",4,404,28,1.14,0.88,1.31,328,">100,000",8,1,0,0,0,,
"goft for dad",4,404,61,1.77,1.38,2.27,195,">100,000",8,1,0,0,0,,
"gifts for 7 years old girls",40,404,50,,,,194,">10,000",8,1,0,0,0,,
"new home gifts for home",4,404,6,0.94,0.67,1.18,347,">100,000",8,1,0,0,4,,
"presents for girls 8-10",58,404,3,1.28,0.93,1.51,258,">7,000",8,1,0,0,0,,
"gifts for grandma birthday unique",13,404,10,1.09,0.86,1.39,265,">30,000",8,1,0,0,1,,
"friendship birthday gifts for women friends",13,404,-11,1.42,0.94,1.76,316,">30,000",8,1,0,0,0,,
"hospital essentials for women",202,404,5,,,,225,">2,000",8,1,0,0,0,,
"gifts girls",4,406,0,1.19,0.95,1.49,367,">100,000",8,1,0,0,0,,
"college student gift",14,406,-1,,,,428,">30,000",8,1,0,0,0,,
"gift for mothers birthday",4,406,34,,,,238,">100,000",8,1,0,0,0,,
"top gifts for 12 year old girls",406,406,9,1.16,0.9,1.76,322,">1,000",8,1,0,0,0,,
"birthday gifts for women funny",4,406,-11,1.21,0.94,1.46,414,">100,000",8,1,0,0,0,,
"christmas gift woman",4,406,43,1.03,0.81,1.25,199,">100,000",8,1,0,0,0,,
"gifts for moms to be",4,406,11,1.14,0.77,1.59,372,">100,000",8,1,0,0,0,,
"unique decor for home",4,406,-10,0.72,0.66,0.91,408,">100,000",8,1,0,0,0,,
"christmas gift exchange",41,406,109,1.11,0.83,1.41,130,">10,000",8,1,0,0,0,,
"gift for a 9 year old girl",102,406,-12,1.54,1.17,1.79,324,">4,000",8,1,0,0,0,,
"burts bee gift set","1,301",406,16,1.2,0.79,1.45,267,312,8,1,0,0,0,,
"unique home gifts",4,406,8,0.99,0.78,1.21,294,">100,000",8,1,0,0,0,,
"gifts for working women",10,406,-9,1.2,0.86,1.37,318,">40,000",8,1,0,0,0,,
"best tween gifts for girls",203,406,200,0.91,0.66,1.19,198,">2,000",8,1,0,0,0,,
"christmas gift for teenage girl",5,406,261,0.95,0.72,1.28,243,">80,000",8,1,0,0,0,,
"christmas gifts for your sister",2,406,31,1.15,0.9,1.5,245,">200,000",8,1,0,0,0,,
"blanket with sleeves for women",558,406,101,0.85,0.64,0.99,196,">727",8,1,0,0,2,,
"gifts for mother in law birthday",41,406,-3,1.64,1.13,2.1,338,">10,000",8,1,0,0,0,,
"top 100 christmas gifts",41,406,-23,1.21,0.81,1.33,408,">10,000",8,1,0,0,0,,
"cool gifts for a 10 year old",203,406,-9,1.23,1.09,1.64,230,">2,000",8,1,0,0,0,,
"best gifts for 17 year old girls",406,406,-35,1.03,0.83,1.35,355,">1,000",8,1,0,0,1,,
"women's gift set",4,406,125,1.06,0.85,1.34,111,">100,000",8,1,0,0,0,,
"chrismas gifts for mom",4,406,19,,,,309,">100,000",8,1,0,0,0,,
"cool bridal shower gifts",41,406,-57,1.13,0.79,1.41,563,">10,000",8,1,0,0,2,,
"christams gifts",2,406,64,,,,67,">200,000",8,1,0,0,0,,
"10 year old birthday gifts",81,406,-11,1.44,1.17,1.76,279,">5,000",8,1,0,0,0,,
"cluci sling bag for women","2,104",406,-8,0.6,0.49,0.83,274,193,8,1,0,0,0,,
"christmas presents for girls 8-12",102,406,995,1.13,0.89,1.47,117,">4,000",8,1,0,0,0,,
"womens pleasure gifts for christmas",406,406,235,,,,0,">1,000",8,1,0,0,0,,
"best gift for friends",4,406,-6,,,,377,">100,000",8,1,0,0,0,,
"best gifts for 8 year olds girls",58,406,-10,,,,229,">7,000",8,1,0,0,0,,
"dad presents for birthday",20,406,-2,1.56,1.18,1.88,222,">20,000",8,1,0,0,0,,
"home decor for women",4,408,291,0.96,0.67,1.36,243,">100,000",8,1,0,0,0,,
"host gifts",102,408,34,0.86,0.69,1.13,265,">4,000",8,1,0,0,0,,
"pe teacher gifts",408,408,30,0.83,0.55,0.95,266,">1,000",8,1,0,0,5,,
"housewares gifts",136,408,112,1.22,0.91,1.34,245,">3,000",8,1,0,0,0,,
"same day gifts",10,408,14,1.45,1.05,1.63,445,">40,000",8,1,0,0,0,,
"new home gifts for couple",41,408,68,1.08,0.78,1.33,346,">10,000",8,1,0,0,0,,
"unique gifts for husband",10,408,138,1.39,1.07,1.8,250,">40,000",8,1,0,0,1,,
"turtle themed gifts",58,408,-9,1.23,0.85,1.47,359,">7,000",8,1,0,0,2,,
"romantic gift",10,408,-7,1.45,1.02,1.6,347,">40,000",8,1,0,0,2,,
"popcorn gift sets",204,408,127,0.75,0.51,1.04,208,">2,000",8,1,0,0,0,,
"stocking stuffer for her",41,408,45,1.04,0.8,1.26,297,">10,000",8,1,0,0,0,,
"mems gifts",408,408,130,1.41,1.06,1.82,95,">1,000",8,1,0,0,0,,
"id punch a b for you gifts","4,295",408,17,1.1,0.87,1.31,155,95,8,1,0,0,1,,
"plant accessories indoor cute gift",204,408,-13,0.92,0.72,0.98,458,">2,000",8,1,0,0,0,,
"plant mom gifts for women",51,408,256,0.89,0.69,1.12,196,">8,000",8,1,0,0,0,,
"smoker kit for old fashioned cocktails","1,023",408,-9,2.46,1.97,2.79,270,399,8,1,0,0,0,,
"gifts for young woman",5,410,20,1.18,0.87,1.36,275,">80,000",8,1,0,0,0,,
"girls gifts age 10",10,410,13,1.02,0.76,1.39,359,">40,000",8,1,0,0,0,,
"coffee accessories gifts",6,410,-17,0.81,0.7,1.02,392,">70,000",8,1,0,0,0,,
"gifts for girls 11 years old",137,410,105,,,,59,">3,000",8,1,0,0,0,,
"funny birthday gifts for women friends",6,410,12,,,,364,">70,000",8,1,0,0,0,,
"gift for guy friend",21,410,6,1.08,0.8,1.31,345,">20,000",8,1,0,0,0,,
"birthday presents for 10 year old girls",205,410,-8,1.49,1.07,1.98,320,">2,000",8,1,0,0,0,,
"christmas gifts small",2,410,39,,,,405,">200,000",8,1,0,0,0,,
"for mom gifts",4,410,0,1.48,1.11,1.85,390,">100,000",8,1,0,0,0,,
"gift exchange gifts",14,410,28,1.1,0.81,1.25,416,">30,000",8,1,0,0,0,,
"fun stuff for adults",14,410,-10,0.95,0.76,1.08,345,">30,000",8,1,0,0,0,,
"10year old girl gifts",82,410,209,1.62,1.14,1.85,255,">5,000",8,1,0,0,0,,
"custom teacher gifts",21,410,64,0.81,0.65,1.12,420,">20,000",8,1,0,0,0,,
"flowers gift",4,410,10,1.09,0.76,1.39,385,">100,000",8,1,0,0,0,,
"gifts for hosts","2,828",410,60,1.04,0.8,1.29,244,145,8,1,0,0,0,,
"gifts for commuters",205,410,-7,1.32,1,1.67,277,">2,000",8,1,0,0,0,,
"flowers for girlfriend",41,410,1,1.27,1.13,1.67,383,">10,000",8,1,0,0,0,,
"birthday gifts for 6 year old girl",68,410,-12,1.84,1.42,2.15,330,">6,000",8,1,0,0,1,,
"gifts for young teen girls",51,410,48,1.01,0.73,1.25,248,">8,000",8,1,0,0,0,,
"gifts for mothers for christmas",4,410,69,,,,257,">100,000",8,1,0,0,0,,
"fuzzy socks for women cute",410,410,36,0.8,0.66,0.98,286,">1,000",8,1,0,0,0,,
"foodie gifts for women",410,410,95,0.94,0.65,1.15,217,">1,000",8,1,0,0,1,,
"birthday present for 10 year old girl",205,410,-15,1.42,1.11,1.66,324,">2,000",8,1,0,0,0,,
"big gifts for 8 year old girls",41,410,-4,,,,229,">10,000",8,1,0,0,0,,
"chrismas gift",2,410,237,1.11,0.83,1.44,81,">200,000",8,1,0,0,0,,
"camera for kid",410,410,106,0.95,0.74,1.24,218,">1,000",8,1,0,0,3,,
"gifts for stressed out women","1,444",410,"n/a",,,,48,">284",8,1,0,0,0,,
"gifts that start with t",137,410,-17,0.88,0.69,1.03,308,">3,000",8,1,0,0,0,,
"adult female christmas gifts",4,410,128,,,,71,">100,000",8,1,0,0,0,,
"auntie gifts for women",21,410,235,1.18,0.85,1.74,267,">20,000",8,1,0,0,0,,
"birthday gift for girls age 8-10",21,410,-6,1.79,1.36,2.06,299,">20,000",8,1,0,0,0,,
"10.00 gifts",41,410,87,1.02,0.79,1.14,103,">10,000",8,1,0,0,0,,
"gifts for 23 year old woman",905,410,558,1.22,1,1.58,291,">453",8,1,0,0,5,,
"8-12 year old girl gifts",103,410,278,1.29,1,1.61,91,">4,000",8,1,0,0,0,,
"10 pack gifts",2,410,70,1.08,0.7,1.19,131,">200,000",8,0,1,0,0,,
"christmas gifts for 30 year old woman",82,410,34,1.28,0.99,1.56,178,">5,000",8,1,0,0,0,,
"birthday gift for girls 10-12",14,410,-1,1.38,1.11,1.6,218,">30,000",8,1,0,0,0,,
"christmas gift 8 year old girl",103,410,-2,,,,253,">4,000",8,1,0,0,0,,
"gifts for patio lovers",41,410,271,,,,135,">10,000",8,1,0,0,0,,
"eye mask massager for migraines","1,565",410,54,2.6,1.91,3.06,142,262,8,1,0,0,1,,
"lid for stanley",68,410,-7,0.76,0.53,0.87,279,">6,000",8,1,0,0,8,,
"birthday her gifts",4,410,"n/a",,,,12,">100,000",8,1,0,0,0,,
"teachers gift",4,411,-3,1.09,0.9,1.5,340,">100,000",8,1,0,0,0,,
"popcorn seasoning gift set","1,015",411,12,0.79,0.51,1.08,214,405,8,1,0,0,0,,
"smoker gifts",82,411,136,1.61,1.32,2.05,293,">5,000",8,1,0,0,1,,
"night socks for women",137,411,203,,,,151,">3,000",8,1,0,0,0,,
"small funny gifts",4,411,37,0.67,0.52,0.9,300,">100,000",8,1,0,0,0,,
"unique gifts for sisters",6,411,24,1.42,1.03,1.78,368,">70,000",8,1,0,0,0,,
"teen spa gifts",206,411,38,,,,296,">2,000",8,1,0,0,0,,
"over the shoulder fanny pack for women",206,411,11,0.55,0.48,0.78,289,">2,000",8,1,0,0,0,,
"self care birthday gifts for women",59,411,-5,1.01,0.66,1.47,269,">7,000",8,1,0,0,0,,
"30th anniversary gift for couples",411,411,-31,1.52,1.27,1.94,152,">1,000",8,0,1,0,0,,
"trending tween girl gifts","1,117",411,"n/a",,,,24,">368",8,0,1,0,0,,
"gifts set",2,413,30,1.2,0.89,1.41,354,">200,000",8,1,0,0,3,,
"gift 13 year old girl",138,413,0,1.09,0.79,1.37,333,">3,000",8,1,0,0,0,,
"girl gifts age 5",6,413,0,1.4,1.03,1.73,329,">70,000",8,1,0,0,0,,
"feel good gifts for women",4,413,9,1.14,0.84,1.32,399,">100,000",8,1,0,0,0,,
"girlfriend anniversary gifts",5,413,-7,1.76,1.43,2.31,332,">80,000",8,1,0,0,0,,
"dorm gifts",7,413,-11,1.06,0.76,1.31,318,">60,000",8,1,0,0,1,,
"party gifts for women",4,413,0,0.62,0.48,0.89,343,">100,000",8,1,0,0,0,,
"bulk xmas gifts",4,413,209,,,,116,">100,000",8,0,1,0,0,,
"home welcoming gifts",41,413,4,1.08,0.77,1.28,384,">10,000",8,1,0,0,0,,
"cute best friend gifts",4,413,13,1.27,0.92,1.66,341,">100,000",8,1,0,0,0,,
"kid birthday gift",4,413,-7,1.63,1.24,1.94,360,">100,000",8,1,0,0,0,,
"gift for 10 year old",59,413,-4,1.37,1.11,1.68,436,">7,000",8,1,0,0,0,,
"essie gift set","1,157",413,219,0.43,0.29,0.57,53,357,8,0,1,0,0,,
"christmas gifts teens girls",2,413,212,,,,104,">200,000",8,0,1,0,0,,
"gifts for mo",4,413,32,1.2,0.94,1.48,127,">100,000",8,1,0,0,0,,
"25 gifts for teens",83,413,"n/a",,,,48,">5,000",8,1,0,0,0,,
"girly stuff for girls 7-9",758,413,"n/a",1.27,1.06,1.49,232,545,8,1,0,0,0,,
"birthday gift girls 8-10",10,413,59,,,,135,">40,000",8,1,0,0,0,,
"best gifts for christmas 2023",4,413,103,,,,142,">100,000",8,1,1,0,0,,
"10year old girl christmas gifts",0,413,"n/a",,,,72,0,8,1,0,0,0,,
"woman birthday gifts",4,415,-5,1.42,1.16,1.95,272,">100,000",8,1,0,0,0,,
"skincare gift",42,415,110,1.07,0.74,1.27,231,">10,000",8,1,0,0,2,,
"organizer bags for women",14,415,53,0.73,0.54,0.93,337,">30,000",8,1,0,0,0,,
"new mom pampering gifts",759,415,3,0.95,0.72,1.25,338,547,8,1,0,0,1,,
"teenager cooking gifts",740,415,69,0.97,0.77,1.19,157,">561",8,1,0,0,0,,
"solar turtles for outdoors",918,415,-8,0.89,0.71,1.05,249,452,8,1,0,0,1,,
