"Keyword Phrase","Magnet IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","CPR","Organic","Smart Complete","Amazon Recommended","Title Density",,
"pick me up gifts for women",164,818,-11,1.18,0.82,1.33,585,">5,000",11,1,0,0,0,,
"sarcastic gifts for women",82,818,52,1.01,0.69,1.19,314,">10,000",11,1,0,0,1,,
"50 dollar gifts",91,818,105,1.45,0.96,1.84,379,">9,000",11,1,0,0,0,,
"sentimental gifts for women",41,818,"1,278",1.26,1.04,1.59,230,">20,000",11,1,0,0,0,,
"happy birthday mom gifts",16,818,-10,1.1,0.82,1.43,519,">50,000",11,1,0,0,0,,
"funny boss gifts",41,818,101,0.88,0.75,1.17,634,">20,000",11,1,0,0,5,,
"white elephant gifts funny",91,818,118,0.8,0.57,0.96,317,">9,000",11,1,0,0,0,,
"college gifts for guys",164,818,10,0.81,0.51,1.08,456,">5,000",11,1,0,0,0,,
"candy gifts",82,818,31,0.75,0.56,0.93,361,">10,000",11,1,0,0,0,,
"gifts for teen",8,818,62,1.01,0.85,1.19,339,">100,000",11,1,0,0,4,,
"good gifts for women",8,818,73,1.34,0.97,1.91,329,">100,000",11,1,0,0,0,,
"man gifts for birthday",8,818,-11,1.59,1.14,2.01,599,">100,000",11,1,0,0,0,,
"top gifts for women 2024",82,817,65,1.28,0.93,1.45,380,">10,000",11,1,0,0,0,,
"not a day over fabulous gifts for women","1,130",817,-8,0.92,0.78,1.07,549,">723",11,1,0,0,2,,
"halloween food gifts",82,817,214,0.82,0.61,1.04,314,">10,000",11,1,0,0,0,,
"halloween gift for college student",409,817,597,0.69,0.57,1,291,">2,000",11,1,0,0,0,,
"holiday beauty gift sets",163,817,140,1.13,0.72,1.58,344,">5,000",11,1,0,0,0,,
"cheap christmas gifts for women",8,817,151,0.96,0.78,1.31,269,">100,000",11,1,0,0,0,,
"gifts for female friends",8,817,41,1.24,0.87,1.57,339,">100,000",11,1,0,0,0,,
"womens gift sets",8,817,76,0.87,0.72,1.09,313,">100,000",11,1,0,0,0,,
"funny sister gifts",27,817,17,1.16,0.83,1.4,298,">30,000",11,1,0,0,5,,
"libra gifts women",8,817,13,0.88,0.7,1.22,546,">100,000",11,1,0,0,1,,
"date night gifts for couples",272,817,-9,0.76,0.66,1.05,498,">3,000",11,0,1,0,0,,
"same day gifts for women",41,817,83,1.3,0.94,1.68,437,">20,000",11,1,0,0,0,,
"positive gifts for women",27,817,45,0.94,0.74,1.17,366,">30,000",11,1,0,0,0,,
"food gifts for adults",102,817,65,1,0.73,1.38,386,">8,000",11,1,0,0,0,,
"top gifts",8,817,56,0.97,0.87,1.11,355,">100,000",11,1,0,0,0,,
"gift sets under 10 dollars",8,817,58,0.93,0.72,1.25,369,">100,000",11,1,0,0,0,,
"gifts sets for women",8,817,73,0.97,0.75,1.29,406,">100,000",11,1,0,0,0,,
"gift guide for women",117,817,212,1.01,0.86,1.17,330,">7,000",11,1,0,0,0,,
"gifts for women friends",8,817,29,1.14,0.88,1.61,358,">100,000",11,1,0,0,3,,
"gifts under 15",41,817,108,1.04,0.82,1.06,356,">20,000",11,1,0,0,0,,
"gift bows you pull",0,748,"n/a",,,,48,0,11,0,1,0,0,,
"gift wrap cutter￼",0,748,"n/a",,,,0,0,11,0,1,0,0,,
"trending gifts for 7 year old girl","1,116",748,"n/a",1.39,1.13,1.61,120,670,11,0,1,0,0,,
"cool work from home gifts",150,748,70,1.01,0.76,1.12,266,">5,000",11,1,0,0,0,,
"best gifts for postpartum mom",374,748,-21,1.03,0.72,1.47,651,">2,000",11,1,0,0,0,,
"fun quirky gifts",125,748,-17,0.88,0.64,1.08,446,">6,000",11,1,0,0,0,,
"gifts for senior night",249,748,31,0.95,0.69,1.22,579,">3,000",11,1,0,0,2,,
"fall themed gifts",19,748,-21,1.15,0.74,1.37,596,">40,000",11,1,0,0,1,,
"unusual funny gifts",374,748,22,0.72,0.54,0.98,343,">2,000",11,1,0,0,0,,
"christmas small gifts",4,748,187,0.87,0.6,0.93,331,">200,000",11,1,0,0,0,,
"women's birthday gifts",4,748,-25,1.31,0.97,1.85,498,">200,000",11,1,0,0,0,,
"gifts for bridesmaids",15,748,-29,0.93,0.63,1.18,640,">50,000",11,1,0,0,0,,
"best friends birthday gifts for women",7,748,10,1.23,0.91,1.62,306,">100,000",11,1,0,0,0,,
"gratitude gifts",37,748,24,0.86,0.69,1.11,321,">20,000",11,1,0,0,2,,
"broken leg gifts",374,748,19,0.92,0.78,1.24,241,">2,000",11,1,0,0,2,,
"chemo gifts for women",150,748,27,0.95,0.68,1.38,332,">5,000",11,1,0,0,0,,
"funny gifts for sister",19,748,15,1.22,0.87,1.53,321,">40,000",11,1,0,0,3,,
"sentimental gifts",37,748,26,0.98,0.75,1.13,396,">20,000",11,1,0,0,4,,
"running gifts for women",12,748,41,0.97,0.69,1.12,411,">60,000",11,1,0,0,1,,
"best christmas gifts for women",7,748,"3,419",1.17,0.96,1.57,277,">100,000",11,1,0,0,0,,
"funny wedding gifts",12,748,-27,1.03,0.79,1.31,1,">60,000",11,1,0,0,4,,
"bridal gift",7,748,-28,1.26,0.95,1.46,682,">100,000",11,1,0,0,0,,
"gift women",7,748,17,1.42,0.99,2,407,">100,000",11,1,0,0,0,,
"unique gifts for teens",19,748,61,1.19,1.04,1.54,319,">40,000",11,1,0,0,0,,
"gifts under 50 dollars",4,748,75,1.06,0.87,1.41,304,">200,000",11,1,0,0,0,,
"luxury gifts",8,748,46,1.17,0.94,1.49,420,">90,000",11,1,0,0,0,,
"birthday gift for woman",4,748,2,1.45,1.11,1.88,346,">200,000",11,1,0,0,0,,
"halloween teen gifts",23,691,100,0.87,0.48,0.88,414,">30,000",10,1,0,0,0,,
"gifts for coffee lovers women",35,691,33,1.07,0.76,1.41,313,">20,000",10,1,0,0,0,,
"body care gift sets for women",115,691,350,0.99,0.7,1.24,181,">6,000",10,1,0,0,0,,
"gifts for students",7,691,54,0.67,0.5,0.93,383,">100,000",10,1,0,0,1,,
"household gifts",17,691,61,0.91,0.62,1.24,368,">40,000",10,1,0,0,0,,
"gift for college student girl",99,691,29,1.19,0.83,1.25,390,">7,000",10,1,0,0,0,,
"going away gifts for friends",115,691,-39,1.18,0.87,1.5,662,">6,000",10,1,0,0,1,,
"student gifts",7,691,64,0.66,0.57,0.98,387,">100,000",10,1,0,0,2,,
"cute gifts for girls",7,691,15,1,0.79,1.27,468,">100,000",10,1,0,0,0,,
"funny best friend gifts",7,691,3,1.16,0.9,1.46,366,">100,000",10,1,0,0,0,,
"maid of honor gift",138,691,-10,1.07,0.83,1.21,321,">5,000",10,1,0,0,4,,
"gift set for women birthday",23,691,-35,0.74,0.57,1.01,599,">30,000",10,1,0,0,0,,
"snack gift box",99,691,19,0.86,0.63,1.09,381,">7,000",10,1,0,0,2,,
"gift registry by name","2,113",691,0,1.02,0.78,1.36,424,">327",10,1,0,0,0,,
"funny gag gifts for women",35,691,27,0.89,0.69,1.1,336,">20,000",10,1,0,0,1,,
"romantic gifts",17,691,13,1.39,1.05,1.66,306,">40,000",10,1,0,0,4,,
"booktok gifts for women",690,690,"n/a",0.9,0.75,1.12,91,">1,000",10,0,1,0,0,,
"baby gifts unusual","1,078",690,-40,0.98,0.68,1.27,566,">640",10,1,0,0,0,,
"birthday gift for brother adult",23,690,13,1.24,0.99,1.58,284,">30,000",10,1,0,0,0,,
"anniversary gifts for woman",7,690,-29,1.84,1.24,2.42,241,">100,000",10,1,0,0,0,,
"weird gifts for weird people",345,690,43,0.81,0.66,1.08,431,">2,000",10,1,0,0,0,,
"gifts for christmas for adults",69,690,136,1.17,0.85,1.52,229,">10,000",10,1,0,0,0,,
"mom gifts for new mom",12,690,-12,1.13,0.82,1.54,376,">60,000",10,1,0,0,2,,
"womens self care gifts",69,690,37,1.14,0.83,1.4,330,">10,000",10,1,0,0,0,,
"plant gifts for plant lovers",35,690,18,0.93,0.72,1.18,297,">20,000",10,1,0,0,4,,
"affirmation gifts for women",86,690,28,0.9,0.61,0.99,386,">8,000",10,1,0,0,2,,
"gifts under $50",3,690,277,1.09,0.87,1.46,195,">200,000",10,1,0,0,0,,
"$50 gifts",7,690,96,1.27,0.87,1.31,351,">100,000",10,1,0,0,0,,
"bath kits for women gift",690,690,16,0.92,0.74,1.2,315,">1,000",10,1,0,0,0,,
"best gifts man",3,690,-23,1.45,1.03,1.73,691,">200,000",10,1,0,0,0,,
"leaving job gifts",69,690,-15,1.08,0.81,1.19,317,">10,000",10,1,0,0,4,,
"teen halloween gifts",23,690,128,0.77,0.54,0.9,343,">30,000",10,1,0,0,0,,
"teenage boys christmas gifts","1,845",690,"1,020",1.11,1.07,1.31,151,374,10,1,0,0,1,,
"family christmas gift",7,690,190,1.03,0.79,1.25,258,">100,000",10,1,0,0,0,,
"mom gifts for women",7,690,"1,168",1.41,0.97,1.74,314,">100,000",10,1,0,0,0,,
"christmas gifts for best friend",7,690,178,1.29,0.86,1.64,258,">100,000",10,1,0,0,0,,
"christmas gift for brother",9,690,80,1.29,1.03,1.64,321,">80,000",10,1,0,0,2,,
"gifts for teenage girl",77,690,37,1.02,0.79,1.22,302,">9,000",10,1,0,0,0,,
"cute small gifts",7,690,46,0.81,0.66,0.96,366,">100,000",10,1,0,0,0,,
"gift for a friend female",7,690,-1,1.05,0.89,1.64,385,">100,000",10,1,0,0,0,,
"gifts for your mom",7,690,39,1.3,0.86,1.43,279,">100,000",10,1,0,0,0,,
"vintage gifts for women",9,690,36,0.97,0.74,1.19,381,">80,000",10,1,0,0,0,,
"gift cars",69,690,12,0.77,0.57,1.1,206,">10,000",10,1,0,0,0,,
"nerdy gifts",345,690,31,0.94,0.71,1.3,286,">2,000",10,1,0,0,0,,
"cozy gift",7,690,48,1.41,1.04,1.8,403,">100,000",10,1,0,0,0,,
"pink birthday gifts for women",7,690,8,1.02,0.72,1.3,370,">100,000",10,1,0,0,0,,
"gift for pregnant friend",138,690,3,1.26,0.83,1.49,351,">5,000",10,1,0,0,1,,
"college girl gifts",35,690,34,1.02,0.78,1.17,401,">20,000",10,1,0,0,0,,
"gifts for female boss",69,690,68,1.21,0.85,1.39,447,">10,000",10,1,0,0,1,,
"gifts for people with anxiety",173,690,9,0.99,0.62,1.09,324,">4,000",10,1,0,0,0,,
"christmas gifts under 25 dollars",3,690,661,1.02,0.82,1.33,268,">200,000",10,1,0,0,0,,
"biblical gifts for women",173,690,23,0.83,0.63,0.99,374,">4,000",10,1,0,0,0,,
"5 gifts for women",7,690,50,0.75,0.57,1.06,305,">100,000",10,1,0,0,0,,
"cute birthday gifts",7,690,-29,1.28,0.87,1.61,514,">100,000",10,1,0,0,1,,
"personalized birthday gifts for women",7,690,-10,1.1,0.84,1.62,310,">100,000",10,1,0,0,1,,
"little gifts for women",3,690,36,1.1,0.8,1.41,362,">200,000",10,1,0,0,0,,
"little gifts",7,690,11,0.87,0.7,1.02,448,">100,000",10,1,0,0,0,,
"self care gift",35,690,22,1.17,0.81,1.29,358,">20,000",10,1,0,0,5,,
"mama gift",7,690,18,1.07,0.78,1.48,301,">100,000",10,1,0,0,1,,
"butterfly gift",14,690,1,1.11,0.76,1.47,354,">50,000",10,1,0,0,2,,
"comfy gifts for women",7,690,40,1.2,0.93,1.64,426,">100,000",10,1,0,0,0,,
"cute gifts for friends",7,690,16,1.04,0.79,1.32,306,">100,000",10,1,0,0,0,,
"mindfulness gifts",69,690,23,0.86,0.67,1.11,328,">10,000",10,1,0,0,1,,
"god gifts for women",23,690,30,1.16,0.82,1.44,350,">30,000",10,1,0,0,0,,
"disney wedding gifts",690,690,-1,1.16,0.86,1.41,342,">1,000",10,1,0,0,0,,
"initial gifts for women",23,690,8,0.9,0.67,1.1,368,">30,000",10,1,0,0,1,,
"classy gifts",8,690,9,1.17,0.76,1.42,444,">90,000",10,1,0,0,0,,
"meaningful gifts",7,690,17,1.25,1,1.67,340,">100,000",10,1,0,0,0,,
"miss you gifts",115,690,-23,1.08,0.81,1.3,659,">6,000",10,1,0,0,7,,
"teens gifts",7,690,47,0.99,0.81,1.07,365,">100,000",10,1,0,0,0,,
"christmas gifts adults",23,690,244,1.1,0.76,1.46,150,">30,000",10,1,0,0,0,,
"valentine's day gift",3,690,93,1.17,0.86,1.46,307,">200,000",10,1,0,0,0,,
"lavender gifts",23,690,15,1.19,0.77,1.36,352,">30,000",10,1,0,0,2,,
"gifts for her under 25 dollars",7,690,73,1.18,0.99,1.63,323,">100,000",10,1,0,0,0,,
"cute girlfriend gifts",8,690,4,1.37,1.07,2.09,253,">90,000",10,1,0,0,0,,
"gift for women friend",3,690,19,1.26,0.83,1.68,326,">200,000",10,1,0,0,0,,
"women gift sets",7,690,41,0.85,0.71,1.15,317,">100,000",10,1,0,0,0,,
"unique wedding gifts",7,690,-23,1.31,0.98,1.48,414,">100,000",10,1,0,0,1,,
"plant gift",7,690,19,0.86,0.69,1.14,285,">100,000",10,1,0,0,1,,
"workout gifts for women",35,690,15,1.16,0.92,1.33,354,">20,000",10,1,0,0,2,,
"fun gifts for women friends",12,690,0,1.15,0.84,1.5,317,">60,000",10,1,0,0,0,,
"sister gifts for birthday",7,690,-19,1.19,0.87,1.64,656,">100,000",10,1,0,0,1,,
"food gift box",69,690,45,0.89,0.72,1.27,384,">10,000",10,1,0,0,3,,
"happy birthday gifts",7,690,-21,1.22,0.89,1.62,459,">100,000",10,1,0,0,7,,
"hand cream gift sets for women",690,690,88,1.44,1.07,1.67,335,">1,000",10,1,0,0,1,,
"gift box set",7,690,26,0.8,0.48,0.97,437,">100,000",10,1,0,0,1,,
"new job gifts",35,690,-4,1.14,0.88,1.41,332,">20,000",10,1,0,0,8,,
"gifts for boss male",69,690,30,0.95,0.72,1.23,384,">10,000",10,1,0,0,0,,
"unique gifts for women who have everything",138,690,43,1.25,0.93,1.58,383,">5,000",10,1,0,0,0,,
"great gifts for women",7,690,28,1.27,0.88,1.5,408,">100,000",10,1,0,0,1,,
"gifts for girlfriends",7,690,24,1.47,0.97,1.78,369,">100,000",10,1,0,0,0,,
"gift for mother",7,690,23,1.4,1.19,1.67,408,">100,000",10,1,0,0,0,,
"holiday gift",3,690,89,1.18,0.83,1.54,361,">200,000",10,1,0,0,6,,
"kitchen gift",7,690,34,0.97,0.79,1.42,383,">100,000",10,1,0,0,0,,
"gifts under $30",3,633,685,0.84,0.76,1.05,206,">200,000",10,1,0,0,0,,
"religious birthday gifts for women",32,633,-13,1.18,0.84,1.49,249,">20,000",10,1,0,0,0,,
"friends themed gifts",6,633,-3,0.83,0.61,1.08,398,">100,000",10,1,0,0,1,,
"birthday gift boxes",6,633,15,0.93,0.72,1.07,412,">100,000",10,1,0,0,1,,
"ubereats e gift","124,600",623,-1,0.9,0.56,1.25,19,5,10,1,0,0,0,,
"gift for friends female",6,623,-11,1.25,0.97,1.57,357,">100,000",10,1,0,0,0,,
"bulk ornaments for gifts",10,623,716,0.71,0.62,0.81,155,">60,000",10,0,1,0,0,,
"bad assed women gifts","1,256",623,18,0.81,0.74,0.99,333,">496",10,1,0,0,2,,
"50 dollar white elephant gifts","1,675",623,336,1.05,0.86,1.35,281,">372",10,1,0,0,0,,
"christmas gifts for 16 year old girls",623,623,61,1.08,0.91,1.15,279,">1,000",10,1,0,0,0,,
"penis gifts","1,334",623,-9,0.69,0.5,0.82,270,">467",10,1,0,0,0,,
"halloween candy gifts for adults",623,623,144,0.61,0.48,0.82,271,">1,000",10,1,0,0,1,,
"halloween gift boxes",16,623,78,0.7,0.6,0.85,394,">40,000",10,1,0,0,0,,
"adult halloween gifts",9,623,72,0.88,0.64,1.1,462,">70,000",10,1,0,0,0,,
"female gifts for women",3,623,35,1.36,0.96,1.89,371,">200,000",10,1,0,0,0,,
"unique family christmas gifts",69,623,369,0.98,0.71,1.07,178,">9,000",10,1,0,0,0,,
"gift for couple",6,623,28,1.15,0.83,1.47,328,">100,000",10,1,0,0,0,,
"house gift",6,623,28,1.24,0.86,1.49,418,">100,000",10,1,0,0,0,,
"gifts for couple",7,623,33,1.22,0.86,1.68,305,">90,000",10,1,0,0,6,,
"cheap birthday gifts for women",3,623,11,1.07,0.84,1.3,343,">200,000",10,1,0,0,0,,
"gifts for dancers",104,623,34,0.87,0.61,1.04,305,">6,000",10,1,0,0,2,,
"gift for christmas",3,623,102,1.09,0.81,1.4,241,">200,000",10,1,0,0,0,,
"young man gifts",31,623,48,1.29,0.97,1.56,375,">20,000",10,1,0,0,0,,
"work gifts for women",6,623,37,1.05,0.73,1.35,399,">100,000",10,1,0,0,0,,
"burt's bees gift set","2,186",623,26,0.83,0.68,0.93,233,285,10,1,0,0,0,,
"break up gifts for women",78,623,28,1.27,1.02,1.6,395,">8,000",10,1,0,0,1,,
"good luck gifts for women",31,623,44,1.02,0.75,1.29,402,">20,000",10,1,0,0,0,,
"faith gifts for women",31,623,11,0.99,0.92,1.48,325,">20,000",10,1,0,0,1,,
"gifts for coworkers under 10 dollars",16,623,97,0.7,0.62,0.88,341,">40,000",10,1,0,0,0,,
"birthday gifts for teen boys",16,623,-16,1.19,0.93,1.46,558,">40,000",10,1,0,0,0,,
"gift for young man",31,623,35,1.46,1.07,1.76,397,">20,000",10,1,0,0,0,,
"gift set women",6,623,39,0.94,0.68,1.13,412,">100,000",10,1,0,0,0,,
"beauty gift set for women",31,623,61,0.94,0.8,1.36,386,">20,000",10,1,0,0,0,,
"mothers gifts",6,623,34,1.51,1.11,1.75,292,">100,000",10,1,0,0,0,,
"gift under 20 dollars",6,623,64,1.09,0.79,1.32,281,">100,000",10,1,0,0,0,,
"gifts for women under 25",156,623,32,1.09,0.9,1.27,336,">4,000",10,1,0,0,0,,
"gift pack",3,623,38,1.07,0.82,1.44,412,">200,000",10,1,0,0,0,,
"gifts under 30 dollars",3,623,110,1.25,0.8,1.36,355,">200,000",10,1,0,0,0,,
"thoughtful gifts",89,623,21,1.3,0.97,1.65,348,">7,000",10,1,0,0,5,,
"gift for moms",6,623,30,1.38,1.04,1.72,314,">100,000",10,1,0,0,0,,
"best gifts for mom",10,623,37,1.36,1.1,1.84,293,">60,000",10,1,0,0,0,,
"good gifts",3,623,28,0.96,0.73,1.31,392,">200,000",10,1,0,0,0,,
"home gifts for women",6,623,40,1.24,0.73,1.5,372,">100,000",10,1,0,0,0,,
"home gift",3,623,25,1.01,0.82,1.33,350,">200,000",10,1,0,0,5,,
"food gift sets",31,623,85,1.35,1.09,1.67,345,">20,000",10,1,0,0,0,,
"gifts for the home",6,623,45,1.01,0.83,1.21,376,">100,000",10,1,0,0,0,,
"best mens christmas gifts 2024",0,621,"n/a",0.83,0.67,1.13,48,0,10,1,0,0,0,,
"babyshower.girl gift",62,621,24,0.82,0.64,1.1,363,">10,000",10,0,1,0,0,,
"lotions for women gift set",311,621,36,1.32,0.95,1.53,321,">2,000",10,1,0,0,0,,
"you are loved gifts for women",8,621,22,1.3,1.03,1.71,320,">80,000",10,1,0,0,1,,
"white elephant gifts under 50","1,288",621,340,1.06,0.79,1.3,281,">482",10,1,0,0,0,,
"mother gifts for christmas",6,621,"1,029",1.33,1.08,1.69,251,">100,000",10,1,0,0,0,,
"christmas gifts for teen",9,621,347,1.15,0.96,1.37,287,">70,000",10,1,0,0,0,,
"small birthday gifts for women",6,621,2,1.01,0.85,1.29,302,">100,000",10,1,0,0,0,,
"gift for gf",78,621,22,1.34,1.02,1.67,371,">8,000",10,1,0,0,0,,
"boston red sox gifts",155,621,98,0.77,0.63,1.09,262,">4,000",10,0,1,0,0,,
"gifts for women unique",6,621,32,1.22,0.79,1.72,340,">100,000",10,1,0,0,0,,
"clever birthday gifts",104,621,-32,1.21,1.03,1.6,621,">6,000",10,1,0,0,0,,
"virgo gifts for women",311,621,-89,0.98,0.83,1.25,403,">2,000",10,1,0,0,8,,
"fitness gifts women",69,621,27,1.2,0.93,1.47,342,">9,000",10,1,0,0,0,,
"birthday gifts for older women",9,621,-13,1.26,0.82,1.64,458,">70,000",10,1,0,0,0,,
"gifts for your best friend",6,621,-3,1.41,1.02,1.71,321,">100,000",10,1,0,0,0,,
"gifts to get your boyfriend",62,621,26,0.99,0.84,1.23,295,">10,000",10,1,0,0,0,,
"uplifting gifts for women",78,621,11,1.25,0.84,1.52,443,">8,000",10,1,0,0,1,,
"fun gifts for teens",16,621,57,1.11,0.94,1.49,352,">40,000",10,1,0,0,0,,
"gifts for women under 10",89,621,45,1,0.79,1.28,363,">7,000",10,1,0,0,0,,
"nice gifts for women",6,621,7,0.97,0.82,1.24,303,">100,000",10,1,0,0,0,,
"young woman gifts",62,621,33,1.18,0.86,1.32,309,">10,000",10,1,0,0,0,,
"halloween gifts for grandchildren",607,607,284,0.74,0.63,1.03,183,">1,000",10,1,0,0,0,,
"best bosses gift",12,607,55,1.22,0.96,1.51,462,">50,000",10,1,0,0,0,,
"gifts for deployed military","2,975",607,7,0.85,0.72,1.17,353,204,10,1,0,0,2,,
"social worker gifts for women",202,607,188,1.09,0.69,1.39,220,">3,000",10,1,0,0,19,,
"encouragement gifts",7,607,0,1.1,0.78,1.3,388,">90,000",10,1,0,0,7,,
"dove gift set","3,372",607,41,1.16,0.88,1.46,292,180,10,1,0,0,0,,
"adult gifts for women",6,607,41,1.15,0.83,1.44,446,">100,000",10,1,0,0,0,,
"proud of you gifts for women",19,556,25,1.24,0.9,1.42,305,">30,000",9,1,0,0,0,,
"moms birthday gift",6,556,37,1.41,1.03,1.84,386,">100,000",9,1,0,0,0,,
"sunshine gifts",28,556,-37,1.29,0.91,1.6,606,">20,000",9,1,0,0,9,,
"best gifts 2024 for women",0,554,"n/a",0.99,0.9,1.09,36,0,9,1,0,0,0,,
"santa swap gift exchange oversized dice","2,462",554,"n/a",0.56,0.38,0.84,68,225,9,0,1,0,2,,
"women's gifts unique",6,554,31,1.29,0.95,1.83,288,">100,000",9,1,0,0,0,,
"best gifts under 30.00",28,554,136,1.26,1,1.63,329,">20,000",9,1,0,0,0,,
"cool gifts for women in their 20s",972,554,43,1.35,0.92,1.37,353,">570",9,0,1,0,0,,
"gifts under $15",6,554,108,1.25,0.65,1.45,264,">100,000",9,1,0,0,0,,
"christmas gifts for young adults",79,554,248,1.35,0.98,1.59,368,">7,000",9,1,0,0,0,,
"women self care gifts",55,554,52,1.14,0.88,1.47,333,">10,000",9,1,0,0,1,,
"gifts under 40 dollars for adults",3,554,268,1,0.64,1.32,201,">200,000",9,1,0,0,0,,
"gifts for young adult women",79,554,154,1.03,0.77,1.33,258,">7,000",9,1,0,0,0,,
"teen birthday gifts",7,554,1,1.25,0.9,1.47,445,">80,000",9,1,0,0,0,,
"small gifts for girls",3,554,37,0.98,0.86,1.31,338,">200,000",9,1,0,0,0,,
"scripture gifts for women",28,554,40,1.07,0.8,1.21,390,">20,000",9,1,0,0,2,,
"gifts for women for christmas",6,554,183,1.07,0.84,1.36,305,">100,000",9,1,0,0,0,,
"inexpensive gifts",92,554,23,0.89,0.77,1.12,393,">6,000",9,1,0,0,0,,
"organic gifts for women",55,554,26,1.64,1.04,1.78,406,">10,000",9,1,0,0,0,,
"get well gifts for kids",11,554,-17,0.96,0.84,1.13,317,">50,000",9,1,0,0,1,,
"cozy comfort gifts",138,553,16,1.34,1.02,1.48,211,">4,000",9,1,0,0,0,,
"bay gifts for women friend",184,553,-23,1.21,0.87,1.5,351,">3,000",9,1,0,0,0,,
"girl friend gifts for women",6,553,-7,1.37,0.93,1.66,330,">100,000",9,1,0,0,0,,
"you are amazing gifts for women",8,553,2,1.24,0.91,1.63,324,">70,000",9,1,0,0,1,,
"women's gifts for christmas",3,553,409,1.07,0.91,1.41,212,">200,000",9,1,0,0,0,,
"$5 gift",61,553,27,1.03,0.65,1.09,299,">9,000",9,1,0,0,1,,
"happy birthday gift box for women",69,553,51,0.73,0.41,1.22,322,">8,000",9,1,0,0,3,,
"best gifts under 15 dollars",6,553,45,1.01,0.69,1.1,371,">100,000",9,1,0,0,0,,
"best gifts for couples",6,553,50,1.23,0.81,1.47,365,">90,000",9,1,0,0,0,,
"feel better gifts for kids",18,553,6,0.73,0.57,0.86,236,">30,000",9,1,0,0,4,,
"gifts for anyone",6,553,46,1.18,0.83,1.46,332,">100,000",9,1,0,0,0,,
"old lady gifts",18,553,30,0.94,0.69,1.22,367,">30,000",9,1,0,0,0,,
"positivity gifts",69,553,-23,0.88,0.76,1.13,273,">8,000",9,1,0,0,0,,
"mother's birthday gifts",6,553,-6,1.53,1.11,1.85,276,">100,000",9,1,0,0,0,,
"for women gifts",6,553,43,1.29,0.97,1.7,376,">100,000",9,1,0,0,0,,
"creative gifts",6,553,34,1.15,0.96,1.29,316,">100,000",9,1,0,0,0,,
"gifts under 50 dollars for women",3,553,390,1.24,0.95,1.44,326,">200,000",9,1,0,0,0,,
"cool gifts for teen girls",28,553,31,1.26,1.03,1.52,315,">20,000",9,1,0,0,0,,
"woman gift set",6,553,36,0.89,0.65,0.98,348,">100,000",9,1,0,0,0,,
"silly gifts for women",111,553,6,1.15,0.75,1.48,265,">5,000",9,1,0,0,0,,
"funny gifts for teens",18,553,58,1.05,0.88,1.34,335,">30,000",9,1,0,0,0,,
"mens gift box",6,553,38,1.11,0.76,1.4,328,">100,000",9,1,0,0,0,,
"mug gift set",28,553,65,0.73,0.5,0.89,399,">20,000",9,1,0,0,3,,
"cool gift",69,553,31,1.2,0.86,1.58,334,">8,000",9,1,0,0,0,,
"outdoor gifts for women",6,553,20,1.13,0.93,1.57,298,">100,000",9,1,0,0,0,,
"postpartum gift",182,547,4,1.3,0.71,1.6,267,">3,000",9,1,0,0,0,,
"best gift for football coaches",0,518,"n/a",,,,48,0,9,0,1,0,0,,
"travel gifts for women unique",17,518,7,1.08,0.78,1.37,325,">30,000",9,1,0,0,0,,
"ladies birthday gifts for women",5,518,-17,1.36,1.08,1.8,317,">100,000",9,1,0,0,0,,
"overnight gifts for women",52,518,13,1.29,1.03,1.66,213,">10,000",9,1,0,0,0,,
"house gifts for home",5,518,11,1.07,0.77,1.35,336,">100,000",9,1,0,0,0,,
"women's gift sets",5,518,49,0.9,0.7,1.09,286,">100,000",9,1,0,0,0,,
"cotton gifts for 2nd anniversary",518,518,-27,1.44,1.09,1.76,465,">1,000",9,1,0,0,1,,
"fall birthday gifts for women",7,518,-23,1.15,0.86,1.34,603,">70,000",9,1,0,0,0,,
"wellness gifts for employees",86,518,0,0.87,0.75,1,428,">6,000",9,1,0,0,0,,
"general hospital gifts",518,518,25,1.02,0.69,1.34,303,">1,000",9,0,1,0,1,,
"gifts for adult women",5,518,38,1.2,0.88,1.51,362,">100,000",9,1,0,0,0,,
"guy gift",13,518,25,1.37,0.84,1.65,363,">40,000",9,1,0,0,1,,
"bible verse gifts",52,518,36,0.81,0.7,1.03,244,">10,000",9,1,0,0,3,,
"useless gifts",518,518,25,0.8,0.6,0.98,409,">1,000",9,1,0,0,0,,
"visa gift",518,518,8,0.83,0.39,1.02,103,"1,000",9,1,0,0,2,,
"positive affirmation gifts",65,518,32,0.88,0.65,1.12,324,">8,000",9,1,0,0,3,,
"women gifts under 10 dollars",5,518,37,1,0.75,1.1,348,">100,000",9,1,0,0,0,,
"gifts for women under 5 dollars",13,518,35,0.8,0.53,0.96,396,">40,000",9,1,0,0,0,,
"mom gifts from daughter",9,518,51,1.35,1,1.78,327,">60,000",9,1,0,0,1,,
"senior gifts for senior night",259,517,77,0.88,0.62,1.17,278,">2,000",9,0,1,0,0,,
"coquette gifts",129,517,22,0.95,0.77,1.16,316,">4,000",9,1,0,0,3,,
"must have christmas gifts 2023",659,517,339,1.06,0.75,1.18,222,">785",9,1,0,0,0,,
